gene	MRV_DoL6_p_val	MRV_DoL6_avg_log2FC	MRV_DoL6_pct.1	MRV_DoL6_pct.2	MRV_DoL6_p_val_adj	Mock_DoL6_p_val	Mock_DoL6_avg_log2FC	Mock_DoL6_pct.1	Mock_DoL6_pct.2	Mock_DoL6_p_val_adj	MRV_DoL4_p_val	MRV_DoL4_avg_log2FC	MRV_DoL4_pct.1	MRV_DoL4_pct.2	MRV_DoL4_p_val_adj	Mock_DoL4_p_val	Mock_DoL4_avg_log2FC	Mock_DoL4_pct.1	Mock_DoL4_pct.2	Mock_DoL4_p_val_adj	max_pval	minimump_p_val
Rag1	8.82722170189559e-58	-3.4704891111689804	0.875	0.265	1.9783569278288397e-53	6.654932456143729e-109	-124.47900310472922	0.989	0.635	1.4915034620709324e-104	3.720239702908387e-118	-132.95590501758994	1	0.631	8.337801222158278e-114	6.162619228983555e-205	18.18829443902913	0.998	0.558	1.3811662215997943e-200	8.82722170189559e-58	2.46504769159345e-204
Arl5c	6.7103534103562005e-50	-4.587861583759782	0.673	0.155	1.5039244063290316e-45	2.489654543321845e-47	-57.219189012845646	0.906	0.606	5.579813762492919e-43	1.0166771479911723e-70	-4.372946033064977	0.951	0.59	2.2785768240778156e-66	1.102107083353222e-140	12.331758495653354	0.972	0.575	2.4700423952112413e-136	2.489654543321845e-47	4.408428333412968e-140
Cd4	4.60344536549147e-59	1.9184781263962982	0.635	0.113	1.0317241753139483e-54	3.0205641015396e-45	-40.79239511557261	0.825	0.488	6.769688264370552e-41	2.5261737533736815e-50	-30.479019059140793	0.804	0.473	5.661660616061095e-46	2.983673101777118e-107	2.4447353826335494	0.886	0.477	6.687008155702877e-103	3.0205641015396e-45	1.1934692407108405e-106
Tctex1d1	2.073980433114029e-36	1.9156964800741225	0.442	0.084	4.648204946695162e-32	1.5812781559443715e-57	-31.05105101691533	0.766	0.379	3.5439606031025254e-53	1.522121176349949e-82	-11.35457440261062	0.78	0.306	3.4113779804355055e-78	2.832244748282438e-125	2.0509000510510287	0.713	0.248	6.3476269298506e-121	2.073980433114029e-36	1.1328978993129655e-124
Rbm24	2.6484185420391748e-28	0.9669261676949757	0.192	0.021	5.9356356364181985e-24	3.2532457379859394e-32	0.45372930111322607	0.218	0.058	7.291174347974088e-28	6.293097541945998e-37	-15.51927230586542	0.205	0.044	1.410409021100937e-32	1.125401042854766e-59	1.3420911992799698	0.289	0.073	2.5222488172461017e-55	2.6484185420391748e-28	4.501604171419049e-59
Lypd1	3.8821473427776644e-25	0.8026992849877337	0.192	0.023	8.700668624633302e-21	1.2155716543086627e-71	-8.548610043500082	0.527	0.162	2.724339191636575e-67	9.830899997242329e-75	0.9613744810743663	0.505	0.136	2.2033013073819508e-70	8.916807976731054e-78	-1.7581733185940154	0.422	0.122	1.998435003744964e-73	3.8821473427776644e-25	3.5667231906924255e-77
B230118H07Rik	4.8796265084126575e-25	1.099417195292092	0.385	0.088	1.0936218930654448e-20	1.0235943702677576e-37	-2.735617042517392	0.586	0.283	2.2940797026440983e-33	2.678232832930852e-60	-10.737363126547748	0.722	0.331	6.002455425164625e-56	1.4330195793321678e-146	-13.202313710530625	0.761	0.27	3.2116834811992544e-142	4.8796265084126575e-25	5.732078317328687e-146
Xrra1	3.2686608704560914e-23	0.5046542909570882	0.231	0.035	7.325722742866192e-19	1.3601685361085152e-23	0.5281874718277234	0.272	0.103	3.0484097231264043e-19	1.4391036319452914e-41	0.7815552208016067	0.33	0.095	3.2253190599157873e-37	2.601474503720838e-57	1.0265203959052427	0.309	0.085	5.830424657739142e-53	3.2686608704560914e-23	1.0405898014883486e-56
Bmf	1.6058361126709298e-29	0.6682306972882616	0.173	0.016	3.598999895718088e-25	7.208958315276576e-22	0.32241613620664966	0.175	0.053	1.615671737619786e-17	3.1502156097234563e-50	0.7249286172736609	0.251	0.049	7.06026322451221e-46	2.960061961873708e-48	0.7712264623109528	0.291	0.086	6.634090868951355e-44	7.208958315276576e-22	1.2600862438893953e-49
Cacna1e	6.871775717913579e-30	0.5110399908996495	0.115	0.006	1.540102373898791e-25	4.25311644988236e-21	0.592964482458391	0.194	0.064	9.532084587476345e-17	4.405397969245957e-39	0.6414687063100171	0.229	0.052	9.873377928674039e-35	7.51048568298051e-46	-2.2583188066272246	0.186	0.041	1.683250051269592e-41	4.25311644988236e-21	3.004194273192206e-45
Fabp5	1.5644636691861763e-24	-Inf	0.269	0.726	3.5062759753800584e-20	1.568224127050183e-27	-Inf	0.108	0.375	3.5147039135448705e-23	4.731727973717416e-30	-Inf	0.202	0.489	1.0604748734695474e-25	8.119889351335167e-20	-Inf	0.19	0.375	1.8198296014212377e-15	8.119889351335167e-20	1.8926911894869735e-29
Tuba1b	3.4726116632125235e-30	-188.24513438773465	0.202	0.764	7.782817259591908e-26	1.0342172865067821e-26	-190.64291571854858	0.11	0.366	2.3178877825190003e-22	1.125165644382621e-27	-264.2411478274399	0.382	0.585	2.52172124219033e-23	2.835184465660493e-19	-211.14057334701144	0.265	0.433	6.354215424438297e-15	2.835184465660493e-19	1.3890446652850133e-29
Hint1	2.7331339186560294e-39	-194.0155390232997	0.51	0.891	6.125499738491893e-35	1.9674708947791375e-31	-131.08501883802413	0.247	0.507	4.409495769379003e-27	2.0755254632276253e-27	-166.13695086244525	0.407	0.599	4.651667668185754e-23	6.180741156789359e-18	-287.7681176244816	0.376	0.52	1.385227708059631e-13	6.180741156789359e-18	1.0932535674624158e-38
Rmnd5a	9.706507857199322e-17	-1.0098739749447905	0.817	0.47	2.175422540955512e-12	6.682359105537079e-20	-86.92468045160466	0.868	0.672	1.49765032273297e-15	7.027028887190916e-53	-53.417610177816854	0.96	0.643	1.574897714197228e-48	3.748221236937586e-131	-7.504398685431788	0.945	0.594	8.400513436224519e-127	9.706507857199322e-17	1.4992884947750811e-130
Ppa1	1.00463153934584e-23	-90.72629869039116	0.192	0.702	2.2515802059818967e-19	1.971665613095631e-15	-23.918474221263548	0.03	0.192	4.418896972069928e-11	2.449573738195855e-27	-38.987589772612004	0.034	0.316	5.48998466204455e-23	1.2007016362010075e-19	-457.1032255975655	0.059	0.237	2.691012507053698e-15	1.971665613095631e-15	9.798294952783412e-27
Bola2	1.1384427202380238e-21	-41.363440683480086	0.135	0.619	2.5514778245974587e-17	1.3326900243261319e-19	-29.731962279446993	0.081	0.29	2.986824882519727e-15	1.4591338584098427e-20	-53.50525982122589	0.205	0.428	3.2702108034681396e-16	2.4096803629289112e-15	-46.680499776125984	0.21	0.365	5.4005756293962757e-11	2.4096803629289112e-15	4.553770880952071e-21
Podxl2	2.4601642680782017e-15	0.6746338053281203	0.231	0.051	5.513720157616866e-11	2.0090772535200964e-34	0.3874184817098141	0.309	0.103	4.50274394058924e-30	6.297413073234243e-41	0.7839019956752324	0.312	0.086	1.4113762179732587e-36	1.6759468724046314e-54	-11.513249059433003	0.346	0.107	3.75613213043326e-50	2.4601642680782017e-15	6.703787489618558e-54
Themis	8.634390102002091e-15	-2.33936928365111	0.702	0.348	1.9351395096607086e-10	6.04827335431445e-25	-60.567392272942236	0.801	0.593	1.3555390241689545e-20	2.3453561355873908e-36	-42.06589055179358	0.829	0.583	5.25641217107846e-32	3.0260959316363843e-103	-5.4264048248750925	0.917	0.548	6.782086201983464e-99	8.634390102002091e-15	1.2104383726545579e-102
Lsm6	1.8789732175090372e-16	-22.255708588415555	0.26	0.653	4.2111547750812546e-12	2.265644287512206e-29	-39.078783852658866	0.126	0.404	5.077761977172356e-25	4.397168311134147e-32	-41.27494983168763	0.208	0.503	9.85493361891385e-28	1.0108435201134584e-14	-33.70559456928682	0.267	0.408	2.265502497278283e-10	1.0108435201134584e-14	1.758867324453669e-31
Gar1	8.735620238748343e-18	-10.779609903438603	0.115	0.56	1.9578272079082785e-13	1.726490235160521e-14	-30.700547443565956	0.046	0.206	3.8694099150417596e-10	9.50539517996992e-19	-15.524997524076369	0.058	0.275	2.1303491677348586e-14	3.4885542044142537e-15	-14.110434994063137	0.081	0.233	7.818547682933225e-11	1.726490235160521e-14	3.8021580719879435e-18
Gtf2h4	7.699013927779271e-18	-17.949647717230178	0.99	0.725	1.7255030014938903e-13	2.1790507752995563e-14	-152.89400318057582	0.992	0.832	4.883688597601366e-10	1.8929913010486648e-29	-72.29261544064065	0.988	0.757	4.242572103910268e-25	5.398833030648171e-127	-34.491277555147676	0.993	0.683	1.2099864588288682e-122	2.1790507752995563e-14	2.159533212259254e-126
Nme1	1.9698498075411538e-25	-99.74394807948804	0.375	0.792	4.414827388661234e-21	2.4198615479364923e-26	-97.78382575761076	0.325	0.549	5.423393701235266e-22	7.448801585533949e-29	-124.05193614151571	0.37	0.602	1.6694254113498686e-24	2.866362319792302e-14	-148.0237607848595	0.473	0.564	6.424091231118507e-10	2.866362319792302e-14	2.9795206342135557e-28
Nhp2	3.396209713167151e-22	-46.977853973750975	0.125	0.623	7.611585209150219e-18	4.483846546804047e-18	-35.22268912989899	0.062	0.256	1.004919688069723e-13	6.52055911988989e-27	-57.03450696782505	0.095	0.377	1.461387709949722e-22	4.443155668226471e-14	-38.36333271985821	0.155	0.302	9.958000483629167e-10	4.443155668226471e-14	2.6082236479559443e-26
Prim1	1.5615004142593223e-14	-5.723587940385206	0.01	0.396	3.4996347284379933e-10	8.670884480926365e-15	-8.797128451649145	0.016	0.166	1.943318629865217e-10	1.0405589734529318e-19	-17.94921252868379	0.064	0.286	2.3321007713027107e-15	5.269587291650868e-14	-7.1504603436259275	0.026	0.152	1.1810199038047925e-9	5.269587291650868e-14	4.1622358938117153e-19
Cenpm	9.868513486248428e-14	-7.302391376540831	0.019	0.385	2.2117312425379977e-9	3.5895938164891814e-17	-4.532903084526831	0	0.163	8.044997661515553e-13	8.861088772908397e-24	-8.733143680540987	0.012	0.26	1.98594721578423e-19	5.864089257553684e-14	-6.878439197848032	0	0.111	1.3142596844029316e-9	9.868513486248428e-14	3.5444355091633476e-23
Lsm2	7.057586455855978e-22	-33.773641279650114	0.135	0.629	1.5817462764864417e-17	5.673211812465658e-21	-22.52511329400247	0.102	0.322	1.2714802314098034e-16	2.123665296079159e-29	-32.820635703611785	0.128	0.422	4.759558661572611e-25	1.2696182134288274e-13	-21.614134398468103	0.164	0.309	2.8454683399366877e-9	1.2696182134288274e-13	8.494661184316709e-29
Dctpp1	4.763514596903304e-25	-69.72844704161979	0.221	0.707	1.0675988914579683e-20	2.770041837933032e-20	-39.897960241900975	0.056	0.266	6.208217767175511e-16	3.558050484587332e-26	-63.7743208418225	0.095	0.368	7.974302746057128e-22	1.3653595910932718e-13	-37.987728282698846	0.133	0.275	3.060043915558241e-9	1.3653595910932718e-13	1.4232201938349306e-25
Mcm5	1.438287888446965e-16	-15.224694125436054	0.067	0.492	3.223490815587338e-12	2.928064278909838e-13	-14.176289961863189	0.046	0.192	6.56237766189273e-9	7.915695820790947e-20	-32.94612485891181	0.076	0.301	1.774065747355667e-15	1.457031306095666e-12	-17.436196533200917	0.055	0.179	3.265498563221607e-8	1.457031306095666e-12	3.166278328316358e-19
