gene	MRV_DoL6_p_val	MRV_DoL6_avg_log2FC	MRV_DoL6_pct.1	MRV_DoL6_pct.2	MRV_DoL6_p_val_adj	Mock_DoL6_p_val	Mock_DoL6_avg_log2FC	Mock_DoL6_pct.1	Mock_DoL6_pct.2	Mock_DoL6_p_val_adj	MRV_DoL4_p_val	MRV_DoL4_avg_log2FC	MRV_DoL4_pct.1	MRV_DoL4_pct.2	MRV_DoL4_p_val_adj	Mock_DoL4_p_val	Mock_DoL4_avg_log2FC	Mock_DoL4_pct.1	Mock_DoL4_pct.2	Mock_DoL4_p_val_adj	max_pval	minimump_p_val
Cenpf	4.558508853502168e-10	-32.84626607738609	1	0.119	1.0216530042469058e-5	1.1608549624743906e-33	-15.121981270584563	1	0.167	2.601708141897604e-29	1.1946618658897028e-54	35.44329102753147	1	0.25	2.677476173832002e-50	3.958168208476451e-23	-56.18218264796972	0.762	0.109	8.871046588837423e-19	4.558508853502168e-10	4.778647463558825e-54
Gm10282	2.512616648318462e-8	0.8799208573474953	0.6	0.05	5.631276432211338e-4	6.212024089761355e-9	0.5877958533123573	0.308	0.052	1.392238838997315e-4	2.0307819459120055e-29	2.6788784397345093	0.59	0.127	4.551388497177987e-25	2.8972890630387177e-11	0.8194918777020153	0.381	0.053	6.493404248082374e-7	2.512616648318462e-8	8.123127783648058e-29
Ipo7	9.751210762441233e-8	0.8623690884722799	0.6	0.054	0.0021854413560783294	6.348564534460494e-22	2.7945803927115156	0.346	0.028	1.4228402834632858e-17	2.996421756322154e-33	6.107376974168138	0.721	0.184	6.715580440269212e-29	4.293451279101602e-12	8.566862962240812	0.619	0.143	9.62248300672251e-8	9.751210762441233e-8	1.1985687025288619e-32
Ube2c	4.1162424323854175e-7	-109.77497652743868	1	0.2	0.009225322539462198	7.351043829807766e-29	13.595865488069379	1	0.221	1.6475159431365166e-24	1.4367083912648459e-50	-23.51554594177867	1	0.341	3.2199508465027726e-46	3.368379999327097e-32	4.2138875615779625	1	0.151	7.549213254491889e-28	4.1162424323854175e-7	5.746833565059423e-50
Lipt2	2.2010481412373524e-6	1.6466451510008813	0.8	0.126	0.04932989094141154	3.635371205097884e-10	0.8310838409599599	0.192	0.02	8.147593944865379e-6	8.417567439186631e-47	1.7673157890169855	0.41	0.039	1.8865452144705077e-42	2.662038734906888e-9	1.9390581077190179	0.238	0.027	5.966161212673317e-5	2.2010481412373524e-6	3.3670269756746637e-46
Slc35f2	2.8177702338251616e-6	0.6702482288002247	0.4	0.031	0.06315186648048952	1.474985046641353e-14	0.3704664329119561	0.192	0.013	3.3057364865326e-10	4.5610637461715946e-14	0.3569987908374034	0.164	0.021	1.0222256067919777e-9	9.359230403066556e-24	0.5362847226833777	0.286	0.015	2.0975907179352765e-19	2.8177702338251616e-6	3.7436921612266205e-23
Fam98a	2.2966262720365466e-8	0.8357964062026679	0.8	0.086	5.147198800888309e-4	6.106686827719772e-8	0.6713854196567932	0.308	0.06	0.0013686306518285553	7.277946664832325e-23	-2.406469667459339	0.459	0.095	1.6311334065222206e-18	3.219459207154781e-6	0.9105553772859598	0.381	0.091	0.07215451975075296	3.219459207154781e-6	2.9111786659329173e-22
Cenpa	7.499920612727728e-6	-38.10387975731614	0.8	0.139	0.16808822077245383	2.5920410247517476e-25	-9.260950770426668	1	0.254	5.809282344673617e-21	4.8406327036120224e-49	-25.085324293572654	1	0.331	1.0848826015335264e-44	4.6906275021936757e-20	-17.11917588197383	0.857	0.18	1.0512634357916466e-15	7.499920612727728e-6	1.9362530814448157e-48
Ogfod1	1.563728878064047e-5	0.6505546806981823	0.4	0.036	0.3504629161517142	4.4381507214697e-9	0.3871456389626686	0.231	0.03	9.946783396957892e-5	1.4788324461302136e-8	0.5711995590446207	0.213	0.051	3.314359278267035e-4	5.57935326191747e-8	0.43906559491733865	0.286	0.043	0.0012504446530609433	1.563728878064047e-5	1.7752602767695705e-8
AW209491	1.9670673868004257e-5	0.6555974575428658	0.4	0.037	0.44085914272971144	8.024874295413618e-15	0.9476736587427784	0.308	0.033	1.7985348270881e-10	5.678326394610437e-25	1.807412660959255	0.393	0.065	1.2726265115600913e-20	6.2801149017967674e-6	0.9437012843060049	0.286	0.057	0.14074993517906914	1.9670673868004257e-5	2.271330557844163e-24
