gene	MRV_DoL6_p_val	MRV_DoL6_avg_log2FC	MRV_DoL6_pct.1	MRV_DoL6_pct.2	MRV_DoL6_p_val_adj	Mock_DoL6_p_val	Mock_DoL6_avg_log2FC	Mock_DoL6_pct.1	Mock_DoL6_pct.2	Mock_DoL6_p_val_adj	MRV_DoL4_p_val	MRV_DoL4_avg_log2FC	MRV_DoL4_pct.1	MRV_DoL4_pct.2	MRV_DoL4_p_val_adj	Mock_DoL4_p_val	Mock_DoL4_avg_log2FC	Mock_DoL4_pct.1	Mock_DoL4_pct.2	Mock_DoL4_p_val_adj	max_pval	minimump_p_val
Stk39	1.16820447288617e-36	2.0554086598598253	0.412	0.041	2.6181798646324843e-32	1.1812100913000472e-25	0.6397180187446241	0.17	0.017	2.6473280566216657e-21	1.211388939186585e-56	0.8997175499299639	0.35	0.041	2.714964890504974e-52	1.4201573878680928e-71	-2.878227197095928	0.324	0.065	3.1828567376899694e-67	1.1812100913000472e-25	5.680629551472366e-71
Cd52	1.3768443490730433e-24	-296.38832823631907	0.824	0.256	3.085783555142505e-20	7.017250601085728e-54	-99.26589988855264	1	0.573	1.5727062047153334e-49	2.8784056569047184e-72	102.22287222185412	1	0.607	6.451082758254855e-68	1.749014545928988e-183	-40.07651766982329	1	0.594	3.9198914003360475e-179	1.3768443490730433e-24	6.99605818371595e-183
Tmsb10	6.910706358851236e-23	-407.92783529701427	1	0.959	1.5488275091457389e-18	3.092690348609649e-49	-102.15129000618015	1	0.908	6.931337609303946e-45	4.653598672243648e-66	-145.9207401424867	1	0.884	1.0429645344232463e-61	1.0865622984824778e-157	-Inf	1	0.93	2.4352034233589295e-153	6.910706358851236e-23	4.346249193929938e-157
Ckb	2.1818317553488646e-22	-37.15430971442419	0.549	0.122	4.889921330087875e-18	9.371892331748266e-64	5.833972552436661	0.818	0.182	2.100428509391421e-59	3.075237601377835e-94	-31.685403603307705	0.911	0.225	6.8922225122080045e-90	1.269283275259062e-204	-56.38596686680217	0.904	0.258	2.8447176765106097e-200	2.1818317553488646e-22	5.077133101036375e-204
Zbtb7b	3.6733384607834976e-22	1.1903060309111886	0.176	0.012	8.232686158307975e-18	5.348385137899859e-27	0.45699392931017435	0.148	0.012	1.1986800771061164e-22	4.240943068763496e-59	0.9856364254178032	0.293	0.028	9.504801605712748e-55	1.7952367277761154e-156	1.2674946145431556	0.391	0.046	4.02348455429183e-152	3.6733384607834976e-22	7.180946911104689e-156
Orai1	1.145409804659693e-21	-0.5171478524655606	0.49	0.093	2.567092454203304e-17	3.823660218722704e-21	0.6812371014130336	0.33	0.068	8.569587282201324e-17	1.0841360059666643e-27	0.9405048861604803	0.423	0.11	2.4297656165724882e-23	7.85518005362557e-45	-3.780096841909447	0.402	0.133	1.7605029536185627e-40	3.823660218722704e-21	3.14207202145022e-44
Itm2a	1.088814779116602e-19	-3.9768656429809894	0.725	0.229	2.4402516829561283e-15	1.0148001061231322e-57	-31.45923301085216	0.898	0.252	2.274369997843164e-53	4.574279737944408e-81	-60.53335844751339	0.951	0.303	1.0251875748681007e-76	1.6878776006092915e-179	-74.59417065314122	0.98	0.378	3.7828712784855444e-175	1.088814779116602e-19	6.751510402437029e-179
Kbtbd11	2.2501962203525744e-19	0.8027785180154613	0.196	0.018	5.04313976905419e-15	4.03634287636427e-18	0.3400106130843699	0.114	0.011	9.046251654507602e-14	5.75526587387597e-28	1.2067331571727362	0.203	0.028	1.2898701876530823e-23	6.920870567570915e-49	0.57605257096553375	0.222	0.044	1.5511055116039936e-44	4.03634287636427e-18	2.768348227028384e-48
Pacsin1	6.179554158360756e-18	0.5175437666428059	0.196	0.019	1.3849616779718126e-13	1.6554444646509495e-61	1.5826645373049835	0.443	0.048	3.710182134175708e-57	4.549596281165131e-86	4.382273197581283	0.577	0.078	1.0196555185347292e-81	2.157523103333762e-136	1.768728784316803	0.603	0.129	4.8354407791916275e-132	6.179554158360756e-18	8.630092413335024e-136
Tuba4a	3.404482044807228e-17	-9.31781724217903	0.647	0.21	7.63012515882196e-13	7.220244383864258e-31	-15.47387791353317	0.545	0.128	1.6182011713116574e-26	1.412605212326193e-31	-32.11816979585938	0.659	0.229	3.165930801865464e-27	2.320761551808982e-141	-21.433938701513064	0.726	0.19	5.201290789914291e-137	3.404482044807228e-17	9.283046207236077e-141
Gm9844	6.224102157898909e-17	0.6789270140694466	0.451	0.097	1.3949457756283037e-12	1.5823786638807112e-34	1.0966654469908295	0.352	0.052	3.54642706148945e-30	2.710532373560559e-33	1.1905743115661145	0.382	0.08	6.074845155623924e-29	2.4141259577149875e-36	0.595240916344543	0.236	0.062	5.41053909643083e-32	6.224102157898909e-17	9.65650383085997e-36
Shisa5	1.489055327320853e-16	-2.5213307863816254	0.902	0.465	3.3372707995914956e-12	4.574325561913839e-33	-14.521489723645253	0.75	0.248	1.0251978449361296e-28	8.283217026591869e-65	-10.326607826946578	0.911	0.295	1.8564345999997696e-60	1.4420405209630573e-128	-11.779991572240295	0.866	0.32	3.2319012155824042e-124	1.489055327320853e-16	5.76816208385212e-128
Chd7	1.897009587852648e-16	1.6349439768297556	0.549	0.149	4.251577888295355e-12	6.621514354595366e-25	4.937590647911027	0.205	0.025	1.4840137971519133e-20	3.0044412166289235e-52	1.4886117203706157	0.398	0.058	6.733553654708743e-48	2.3707182738839497e-83	1.3195252181217314	0.391	0.081	5.313253795428708e-79	1.897009587852648e-16	9.482873095535711e-83
Junb	8.880813112389324e-16	-62.67114832909997	0.922	0.574	1.9903678347486954e-11	3.276680308702283e-45	-87.64211890054347	0.943	0.42	7.343695907863556e-41	6.739077291952171e-54	-142.83663499091264	0.927	0.514	1.5103620026723206e-49	8.572159758960625e-130	-63.413724349961186	0.948	0.532	1.9211924451782552e-125	8.880813112389324e-16	3.428863903584265e-129
Aldoa	9.346686052324818e-16	-53.47799753075358	0.863	0.572	2.094779278047038e-11	4.9104426758901994e-21	-64.64520686361575	0.795	0.38	1.1005284125205115e-16	1.9078978630744782e-28	-73.75915180034677	0.919	0.477	4.27598069072252e-24	4.517978071300837e-103	-73.23898436882644	0.901	0.437	1.0125692453399436e-98	9.346686052324818e-16	1.807191228520322e-102
Tesc	1.320075115566176e-15	-11.871175254083688	0.373	0.078	2.9585523490069137e-11	7.321379544825434e-114	5.771675151439121	0.511	0.034	1.6408675835862764e-109	2.6159206439463646e-201	-4.35334044616674	0.715	0.051	5.862801347212593e-197	0	7.666016976641629	0.703	0.071	0	1.320075115566176e-15	0
Rps20	2.1473240004722417e-14	-614.2330481721356	1	0.968	4.812582549858388e-10	3.333437158270925e-25	-569.5844832624355	1	0.967	7.470899359116797e-21	8.76484680919593e-27	-549.8757701490755	1	0.929	1.9643774668769918e-22	7.812786303652276e-117	-Inf	1	0.935	1.7510016663745481e-112	2.1473240004722417e-14	3.1251145214609e-116
Irf2bpl	2.544198399249196e-19	2.2730338329686157	0.373	0.062	5.702057452397298e-15	4.327079975525864e-14	1.0091519989927127	0.205	0.041	9.697851641148567e-10	4.699649355363357e-37	1.194785373563405	0.431	0.091	1.0532854135240356e-32	1.7044530042563766e-93	-4.7455332721263	0.49	0.116	3.820020073139391e-89	4.327079975525864e-14	6.81781201702562e-93
Aprt	3.9509829783227615e-13	-17.002526242888116	0.784	0.426	8.854943051016974e-9	5.1942152374344505e-23	-31.457678068151097	0.727	0.275	1.1641275190138091e-18	6.344500328902464e-26	-16.221803370308013	0.797	0.353	1.4219294137136203e-21	6.426731200860114e-92	-47.251001903274926	0.81	0.326	1.4403589967367688e-87	3.9509829783227615e-13	2.5706924803440237e-91
Psme2	4.025300208241669e-13	-68.92510895593833	0.922	0.674	9.021502826711229e-9	2.5907567142964114e-23	-16.590557480702014	0.705	0.266	5.806403948081117e-19	6.348622221855717e-27	-45.081565141165484	0.894	0.432	1.4228532123623033e-22	8.378950268810099e-90	-33.46927377810411	0.84	0.347	1.8778903342457195e-85	4.025300208241669e-13	3.3515801075240585e-89
