gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Ccr5	6.066888004372343e-8	-14.120340315133543	0	0.102	1.2133776008744686e-4
Pdcd1	6.156872244015213e-8	-9.086620895377983	0.091	0.103	1.2313744488030428e-4
Gm25939	6.603092784563242e-8	-13.598529632700341	0.045	0.109	1.3206185569126486e-4
Naip2	6.629899574876266e-8	-11.632014675258436	0.045	0.156	1.325979914975253e-4
Timp3	6.86089757468863e-8	6.620092569754357	0.818	0.041	1.372179514937726e-4
Ikzf2	6.863211744340776e-8	-17.239494937347132	0	0.207	1.3726423488681552e-4
Pnck	6.945855816499609e-8	-13.276743591484841	0.045	0.202	1.3891711632999217e-4
Pou2f2	7.245210995056821e-8	-13.35980484781235	0.045	0.135	1.4490421990113642e-4
Hspd1	7.564672565612102e-8	-12.573907516372088	0.091	0.361	1.5129345131224204e-4
Trav2	7.850824718058263e-8	-15.140024886821783	0	0.183	1.5701649436116526e-4
Tmem8	7.873265466595399e-8	-13.554523226420951	0.045	0.221	1.5746530933190799e-4
Dach2	7.902397994540764e-8	-13.478686020396397	0	0.15	1.5804795989081527e-4
Prss27	8.185794017255452e-8	-13.563259287781591	0	0.189	1.6371588034510903e-4
Trim10	8.229833138378618e-8	-14.231993779215895	0.045	0.206	1.6459666276757236e-4
Spag16	8.324179342296148e-8	-13.960628594741852	0.091	0.175	1.6648358684592297e-4
Tox2	8.486122966547642e-8	-14.739332646681579	0	0.103	1.6972245933095283e-4
Lmnb1	8.678673339282931e-8	-7.687272235190626	0	0.346	1.7357346678565863e-4
Adam11	9.040206087466226e-8	-13.461883760214002	0	0.168	1.8080412174932453e-4
Ms4a6d	9.152704313055965e-8	-15.177563374963311	0.045	0.102	1.830540862611193e-4
St3gal6	9.503937768832511e-8	-4.35827506669581	0.818	0.138	1.9007875537665022e-4
Commd7	9.881372874091154e-8	-16.484254459800603	0	0.331	1.976274574818231e-4
Tinagl1	9.944153964604343e-8	6.565343441030848	0.818	0.058	1.9888307929208685e-4
Xrra1	1.0660733536465506e-7	-12.68595172014635	0	0.189	2.1321467072931013e-4
Ppfia4	1.0843036412624844e-7	-13.834895246927832	0.091	0.148	2.168607282524969e-4
Tacstd2	1.1693658482819508e-7	-3.7746287288100824	0.136	0.164	2.3387316965639015e-4
Trav4-4-dv10	1.208366330029833e-7	-14.871914587939616	0	0.173	2.416732660059666e-4
Fcgr1	1.241003816789023e-7	-14.334015782300447	0.045	0.134	2.482007633578046e-4
Cep250	1.283796967866487e-7	-7.4086104369593935	0	0.276	2.567593935732974e-4
Hebp1	1.301096001631447e-7	-3.1064030487767447	0.727	0.141	2.602192003262894e-4
Ly6k	1.3165532404265643e-7	-14.230920255695313	0	0.202	2.6331064808531284e-4
Trbv14	1.3315286697319344e-7	-15.124058284492326	0	0.173	2.663057339463869e-4
Upp1	1.3586091024392235e-7	-12.704898992210099	0.136	0.194	2.717218204878447e-4
Ephx4	1.367603341470493e-7	-14.731631322155017	0.045	0.203	2.735206682940986e-4
Tnfsf14	1.3942433555078213e-7	-14.779311688598664	0	0.182	2.7884867110156424e-4
Stmn1	1.4060121237311267e-7	-15.330155951336875	0.091	0.351	2.812024247462253e-4
Clec12a	1.4281910398388044e-7	-13.701868348235719	0	0.165	2.856382079677609e-4
Hs3st3b1	1.455731666951584e-7	-13.26075076301296	0	0.1	2.911463333903168e-4
Ranbp1	1.494563254573247e-7	-5.173882880840068	0	0.379	2.989126509146494e-4
Nkapl	1.6116014380979988e-7	-14.336541921166267	0.045	0.169	3.2232028761959976e-4
Hspb8	1.6484895222191427e-7	3.726689979036955	0.818	0.113	3.2969790444382853e-4
Slfn2	1.6776516454554973e-7	-3.3157628980980975	0.136	0.37	3.355303290910995e-4
Slc23a1	1.7343545514615143e-7	-14.426355036854073	0	0.121	3.4687091029230284e-4
Mir1931	1.7354904003266133e-7	-14.840258553547997	0	0.172	3.4709808006532265e-4
Trbv16	1.737763972801674e-7	-14.46847404661566	0	0.194	3.475527945603348e-4
Trbv2	1.7806393010129774e-7	-14.91341510820769	0	0.204	3.561278602025955e-4
Tbx19	1.7861795987846123e-7	-14.15107585444272	0	0.162	3.5723591975692244e-4
Mad1l1	1.8188810825168627e-7	-5.545269853222917	0.091	0.26	3.6377621650337253e-4
Trbv1	1.8434100690676755e-07	-14.438741546435262	0	0.204	3.686820138135351e-4
Hint1	1.8458201786813975e-7	-1.365911501523767	0.909	0.39	3.691640357362795e-4
Htra3	1.8503473451995584e-7	-2.8373233759193077	0.818	0.119	3.7006946903991167e-4
Zfp280d	1.874674097640228e-7	-5.330389165031143	0.045	0.359	3.749348195280456e-4
Sat1	1.906450384549184e-7	-2.936762408648761	0.773	0.23	3.812900769098368e-4
Slc5a9	1.9161156198359703e-7	-14.521581347292146	0.045	0.222	3.8322312396719407e-4
Cdc20	1.9236308944688483e-7	-15.37185707716015	0.136	0.208	3.8472617889376965e-4
Gpc2	1.9954862230765922e-7	-14.887153565658766	0	0.174	3.9909724461531846e-4
Gm24336	1.9971121091200842e-7	-14.330961265646538	0	0.216	3.994224218240168e-4
Arg2	2.012785900402863e-7	-14.369370066978076	0.136	0.142	4.025571800805726e-4
AA467197	2.0468213810556908e-7	-11.275923187466171	0.045	0.181	4.0936427621113817e-4
Mt2	2.0787062465770775e-7	6.490909920860336	0.818	0.119	4.157412493154155e-4
Ttn	2.0864975774628992e-7	-13.41164261064287	0.045	0.18	4.172995154925798e-4
Lima1	2.1162252090761128e-7	-2.620116132286741	0.818	0.066	4.2324504181522255e-4
BC049352	2.141484518782762e-7	-14.255308809938713	0	0.207	4.282969037565524e-4
Ccl5	2.1428769776010977e-7	-8.321148592536176	0.136	0.125	4.2857539552021954e-4
Ripk4	2.1481064944726701e-7	-1.8387472478075377	0.091	0.227	4.2962129889453405e-4
Hpgd	2.2028720499879832e-7	4.566751145126926	0.773	0.044	4.4057440999759664e-4
H2afv	2.2147047934747782e-7	-9.339283897782018	0.091	0.394	4.429409586949556e-4
Tubb4b	2.2190228176953707e-7	-6.101042991110306	0.818	0.338	4.4380456353907414e-4
Trbv4	2.3164791238760816e-7	-15.063990610291427	0	0.199	4.6329582477521635e-4
Tiparp	2.3255066475632244e-7	9.048587618067353	0.818	0.193	4.6510132951264486e-4
Ifng	2.3330558298849047e-7	-14.13278752327727	0.136	0.107	4.6661116597698093e-4
Lrrc4	2.39430631431571e-7	-10.603436553044421	0.091	0.211	4.78861262863142e-4
Lipg	2.55678285297046e-7	-11.634320299500667	0.091	0.234	5.11356570594092e-4
Drc1	2.6552121914781846e-7	-13.201854406244022	0.045	0.118	5.310424382956369e-4
Llgl2	2.7027377244872764e-7	-12.611801010047428	0.045	0.179	5.405475448974552e-4
A730071L15Rik	2.7180309645390054e-7	-14.075663694141316	0	0.194	5.436061929078011e-4
Tes	2.721976815703499e-7	-6.805357038725249	0.045	0.193	5.443953631406998e-4
Dysf	2.745769667508142e-7	-14.114040258830418	0.045	0.208	5.491539335016285e-4
Zfp846	2.7834041663177516e-7	-9.24251898091115	0.045	0.276	5.566808332635503e-4
Ccl8	2.965799446985948e-7	-14.017807503786209	0.136	0.149	5.931598893971896e-4
Zfp235	3.1291969858315126e-7	-11.589753508853182	0.091	0.197	6.258393971663026e-4
Ddit4	3.1387490085762994e-7	-7.688230638544301	0	0.275	6.277498017152599e-4
Ceacam1	3.1594567719765033e-7	-15.051019393861987	0.136	0.166	6.318913543953006e-4
Lztfl1	3.1675735790826356e-7	-7.282256023929318	0.045	0.359	6.335147158165271e-4
Kynu	3.1680815469602467e-7	-13.236122919575585	0.136	0.091	6.336163093920493e-4
Erp27	3.174183304631152e-7	-15.345308145198715	0	0.15	6.348366609262304e-4
Snora31	3.2608084616550316e-7	-13.955187642790342	0	0.176	6.521616923310063e-4
Plk4	3.283870470180272e-7	-15.363440962700505	0.045	0.238	6.567740940360544e-4
Ppp1r14c	3.319821496426711e-7	-14.605285269056544	0.045	0.143	6.639642992853422e-4
Mfge8	3.4048287410999817e-7	-6.907766304762272	0.818	0.139	6.809657482199963e-4
Cyp11a1	3.485801629476529e-7	-14.358967625788663	0	0.26	6.971603258953058e-4
Flt1	3.4986378522167636e-7	-13.566289297413434	0.136	0.11	6.997275704433527e-4
Ccl3	3.5306463123189526e-7	-13.698662760989587	0.045	0.134	7.061292624637905e-4
Gm4724	3.710328585485109e-7	-10.474186119323512	0.045	0.149	7.420657170970218e-4
Amigo1	3.731094387194127e-7	-15.041137731401104	0	0.226	7.462188774388254e-4
Ankrd23	3.7735635032664527e-7	-13.151102063024346	0	0.153	7.547127006532905e-4
Mif	3.914991323912124e-7	-6.775962235146226	0.091	0.368	7.829982647824247e-4
Cnn3	3.9866583397323374e-7	-8.31188539284707	0.773	0.139	7.973316679464675e-4
Rasip1	4.049276947627724e-7	-13.723062488484556	0.045	0.137	8.098553895255448e-4
Ecscr	4.092632908946211e-7	-13.526501671784548	0.136	0.098	8.185265817892422e-4
Egfl8	4.11088452936644e-7	-14.708987188770195	0	0.182	8.22176905873288e-4
Zmynd10	4.1154596132444233e-7	-14.113718861652565	0.045	0.155	8.230919226488847e-4
Trbv20	4.1174218670961423e-7	-13.736584187959279	0	0.187	8.234843734192285e-4
Rab25	4.11873053774829e-7	-4.401753566272134	0.045	0.164	8.23746107549658e-4
Rap1gap	4.1252799134045157e-7	-9.46789506954007	0.136	0.101	8.250559826809031e-4
Fam71f2	4.303910883916088e-7	-12.537569222619176	0	0.217	8.607821767832176e-4
Fxyd7	4.3189581591537507e-7	-14.18831579631543	0.091	0.213	8.637916318307501e-4
1700028K03Rik	4.5696164973041386e-7	-13.79004484948788	0	0.161	9.139232994608277e-4
Cldn4	4.751712765781371e-7	-11.784135331153827	0.045	0.241	9.503425531562742e-4
Gm27956	5.144423569431947e-7	-14.262793933779108	0	0.219	0.0010288847138863893
Dusp5	5.199038073886092e-7	-3.517873377621675	0.091	0.315	0.0010398076147772185
Spo11	5.209699487532731e-7	-11.93383312971143	0	0.243	0.001041939897506546
Egr1	5.294085335364443e-7	6.11428882913815	0.818	0.131	0.0010588170670728886
Gm21992	5.327536305230211e-7	-15.02724811320358	0	0.207	0.0010655072610460422
Blvrb	5.356973005287563e-7	-7.023230905623351	0.773	0.158	0.0010713946010575126
Upk1a	5.439376633335303e-7	-13.631687067180877	0.045	0.152	0.0010878753266670605
D930048N14Rik	5.455660070894539e-7	-12.135868602722104	0.045	0.143	0.001091132014178908
Mamdc4	5.610510322520557e-7	-14.821099643237563	0	0.225	0.0011221020645041113
Comt	5.907947483227536e-7	-12.61912417467487	0.864	0.229	0.001181589496645507
Gm23262	5.948860604698036e-7	-14.70859215174521	0	0.221	0.0011897721209396073
S100a9	5.977849609702073e-7	-15.951997661350845	0.045	0.163	0.0011955699219404147
Socs3	5.990046771458565e-7	6.79248092933082	0.773	0.156	0.0011980093542917128
Cnga1	6.001326979885599e-7	-14.71368857890201	0	0.169	0.0012002653959771199
Pate2	6.164311862322159e-7	-14.236616874895114	0	0.225	0.0012328623724644316
Guca2a	6.225427262472076e-7	-13.008692217863366	0.091	0.133	0.0012450854524944151
Rgs16	6.29993220540181e-7	-16.057157330238052	0.136	0.151	0.0012599864410803622
Mapt	6.467688109350601e-7	-14.81541262291143	0	0.203	0.0012935376218701203
Fmnl2	6.540893538195707e-7	-13.351910293447357	0.045	0.142	0.0013081787076391414
Cd14	6.816208318984718e-7	-13.548133892359278	0.136	0.124	0.0013632416637969437
Zfr2	6.996640567400647e-7	-4.655575491610946	0.136	0.21	0.0013993281134801294
Slc35d1	7.073952794827188e-7	-6.221065913308141	0.045	0.295	0.0014147905589654377
Hck	7.122620547508603e-7	-14.262849982348555	0.136	0.121	0.0014245241095017208
Trav7-4	7.173845348526339e-7	-15.15646575986679	0	0.161	0.0014347690697052678
Serpinb6b	7.358231936489509e-7	-2.7161634714863485	0.773	0.173	0.0014716463872979017
Ropn1l	7.864381149044414e-7	-14.660289911150754	0.045	0.155	0.0015728762298088828
Fam167b	8.008480451404691e-7	-15.048011248667335	0	0.159	0.0016016960902809382
P2ry12	8.136177030094305e-7	-13.069021389880959	0.045	0.142	0.001627235406018861
Ncf2	8.507406550305463e-7	-15.144524123863809	0.136	0.104	0.0017014813100610926
Sult2b1	8.786963802847559e-7	-13.013772169312643	0.091	0.131	0.0017573927605695119
Klf6	8.943156598029616e-7	6.8983170494487	0.818	0.216	0.0017886313196059233
Mageh1	9.157696671921847e-7	0.7863872762906556	0.773	0.072	0.0018315393343843695
9130019O22Rik	9.506761768826358e-7	-14.54546046632037	0.045	0.156	0.0019013523537652717
Slc9a5	9.66035632028269e-7	-13.277931083037076	0.091	0.143	0.0019320712640565378
Pam	9.71931665573816e-7	3.7003587742757826	0.773	0.099	0.0019438633311476322
Trav7-3	9.870896488912053e-7	-15.524309185912868	0	0.181	0.0019741792977824107
Il4ra	1.0424752120231723e-6	-8.619726719917045	0.045	0.195	0.002084950424046345
Trav14-2	1.0726762881350525e-6	-15.084809732375545	0	0.146	0.002145352576270105
Zfp619	1.1219658069688995e-6	-14.605747874724493	0	0.24	0.002243931613937799
Ppm1e	1.2529013716402588e-6	-15.118926210944954	0	0.206	0.0025058027432805175
Lsamp	1.2544314186064322e-6	-10.67248460043591	0.136	0.139	0.0025088628372128643
Dusp1	1.271962698493961e-6	5.24316830472211	0.727	0.254	0.002543925396987922
H2-DMb1	1.2779885310328603e-6	-8.093061342826765	0.136	0.075	0.0025559770620657207
Bmp1	1.2977131980203793e-6	1.2953548208859758	0.773	0.056	0.0025954263960407584
Vpreb1	1.3089305769810215e-6	-13.737056887886178	0	0.208	0.002617861153962043
Ccl4	1.3387577827638674e-6	-14.515970914339604	0.091	0.121	0.002677515565527735
Adam8	1.35700793029727e-6	-13.902045700065088	0.091	0.116	0.0027140158605945403
Gm23037	1.3642503415646326e-6	-13.541501194270797	0.045	0.151	0.002728500683129265
Ovgp1	1.3955004405264432e-6	-13.956257304808828	0.091	0.102	0.0027910008810528865
Zdbf2	1.4129909742623934e-6	8.469764483606896	0.773	0.145	0.002825981948524787
Mir6236	1.415138429034432e-6	-2.5671148504989514	0.773	0.294	0.0028302768580688643
Thbs2	1.4521272270774123e-6	7.972947336189856	0.773	0.074	0.0029042544541548246
Hmgn2	1.4598571281457976e-6	-15.702404106914948	0.045	0.346	0.002919714256291595
Rbm24	1.460521528512271e-6	-2.6297791911263566	0.045	0.179	0.0029210430570245417
Bmf	1.5319253130648344e-6	-12.446488511562645	0.091	0.216	0.003063850626129669
Tmem86b	1.5444982292929326e-6	-13.702641641085444	0	0.223	0.003088996458585865
Slc26a6	1.544731994069849e-6	-14.020310534570338	0.091	0.161	0.003089463988139698
Aif1	1.694360919759409e-6	-14.854731546566581	0.136	0.117	0.0033887218395188177
Tmcc2	1.765512548334572e-6	-14.172640592093856	0.182	0.129	0.0035310250966691437
Plek	1.768705072623782e-6	-14.778657402632822	0.136	0.137	0.003537410145247564
Acnat1	1.7885152362616585e-6	-15.473356168771696	0	0.172	0.003577030472523317
Gpx1	1.7993120301324187e-6	-10.348885143852726	0.818	0.311	0.0035986240602648373
Sema3f	1.8475663561690238e-6	-1.3577362624170153	0.773	0.096	0.0036951327123380473
Dsg2	1.9399598533533174e-6	-12.740832424618938	0.136	0.066	0.0038799197067066345
Cdk15	1.9610211616042876e-6	-14.746366881359835	0.091	0.157	0.003922042323208575
Nrip1	1.970452033449105e-6	-9.81474958886745	0.045	0.354	0.0039409040668982095
Zfp839	1.9831933988302557e-6	-12.826431200204059	0.091	0.156	0.003966386797660511
Ifngr1	1.9954158266322085e-6	-7.700509885182642	0.045	0.361	0.003990831653264417
Eif5a	2.008312162198122e-6	-3.5706157787690334	0.045	0.42	0.004016624324396244
Liph	2.049169649416258e-6	6.309056827675562	0.182	0.087	0.0040983392988325155
Fn3k	2.0502435842305916e-6	-13.594329819582521	0	0.219	0.004100487168461183
Bcl6	2.0736940021357614e-6	-8.849783386309754	0.091	0.227	0.0041473880042715225
Trp53inp2	2.461569408354003e-6	-14.11754519822592	0.045	0.187	0.0049231388167080056
B2m	2.564155182685266e-6	-2.9947442846746473	0.818	0.317	0.005128310365370532
Cnr2	2.6660949112571326e-6	-14.113653438914703	0	0.209	0.005332189822514265
Hpse2	2.6747962739454736e-6	-14.010596209432714	0.045	0.186	0.005349592547890947
B230118H07Rik	2.692679482918719e-6	-10.893523563863955	0.091	0.299	0.005385358965837438
Rasl11b	2.7177075877221065e-6	-9.511192064460221	0.091	0.25	0.005435415175444213
Serpina3g	2.731618795266491e-6	-15.368586802538541	0.136	0.108	0.005463237590532982
1700008O03Rik	2.8928486847567207e-6	-13.62222236124933	0.045	0.215	0.005785697369513441
Nucks1	3.011278319738458e-6	-7.049358089594033	0.091	0.359	0.006022556639476916
Baiap3	3.0695102297228145e-6	-6.796749738848164	0.136	0.204	0.0061390204594456285
Tdrd5	3.0894630359333313e-6	-15.521168035942368	0	0.256	0.006178926071866662
Ms4a4c	3.163072500544273e-6	-13.818447807693953	0.091	0.128	0.006326145001088546
Rps29	3.1686607315657843e-6	-3.3233638420787606	0.045	0.478	0.006337321463131569
Fam89b	3.2184343622341338e-6	-13.929004920198633	0.091	0.131	0.006436868724468268
Ptprd	3.220800820201729e-6	0.5522036094024152	0.773	0.085	0.0064416016404034585
Cdkl5	3.5386331886256317e-6	-13.55886472142371	0.045	0.234	0.007077266377251264
Phlda1	3.580579365237891e-6	-4.245516525179209	0.182	0.338	0.007161158730475782
Uchl4	3.651461700472744e-6	-14.48261610496987	0	0.172	0.007302923400945488
Sulf2	3.7713126907632257e-6	7.078315908199558	0.773	0.079	0.007542625381526452
Trbv31	3.846931858001415e-6	-15.069814452373357	0	0.241	0.00769386371600283
Med12l	3.851425010970443e-6	-14.764780451916643	0	0.205	0.007702850021940886
Hbegf	3.957896920704123e-6	-7.478276825338976	0.136	0.078	0.007915793841408246
Serpinf1	3.964247042320467e-6	6.424384208694917	0.773	0.089	0.007928494084640933
Slco3a1	4.083797855750877e-6	-7.263089756602383	0.091	0.223	0.008167595711501755
Atf3	4.172685332294707e-6	7.007456433657234	0.773	0.081	0.008345370664589414
Sept4	4.206187977123647e-6	-12.295957690617348	0.136	0.21	0.008412375954247294
Asb5	4.254761042459185e-6	-12.762301203550924	0.136	0.147	0.008509522084918371
Amn	4.29637693778173e-6	-12.822753373069999	0.045	0.147	0.00859275387556346
Tnfrsf23	4.473256113415928e-6	-9.90582648577627	0.182	0.134	0.008946512226831857
Cacna1e	4.475851344197651e-6	-14.013589643576779	0	0.19	0.008951702688395303
Thbd	4.490801937036856e-6	8.567146451484275	0.773	0.086	0.008981603874073712
Slc7a11	4.586163036917493e-6	-11.697729624770531	0	0.2	0.009172326073834986
Pttg1	4.597469520762382e-6	-9.434443109032292	0.136	0.239	0.009194939041524764
Cyba	4.634232551460077e-6	-14.259940620591784	0.045	0.391	0.009268465102920153
Naaa	4.655751357633183e-6	2.0074201263020655	0.773	0.144	0.009311502715266366
Igfbp3	4.662495591011943e-6	1.9907617163698461	0.773	0.131	0.009324991182023885
Ltk	4.692281553553175e-6	-14.757453599205661	0	0.185	0.009384563107106348
Tcf12	4.832079456942582e-6	-5.620365515048693	0.045	0.382	0.009664158913885165
Aire	4.9073627148909074e-06	-15.18830703324237	0.091	0.1	0.009814725429781814
Mcam	4.987366636343745e-6	-2.4065493571207632	0.045	0.164	0.00997473327268749
Slc25a43	5.193625951928551e-6	-11.035851776434173	0.182	0.29	0.010387251903857102
Snai1	5.204863139300841e-6	-15.017335095290541	0.091	0.18	0.010409726278601681
Mansc1	5.253825807277253e-6	-14.373015970948083	0.091	0.164	0.010507651614554506
Npm1	5.339997087767208e-6	-6.738485030170167	0	0.402	0.010679994175534417
Asprv1	5.35230715256199e-6	-14.52977334737752	0.045	0.139	0.010704614305123981
Esrp2	5.367732947642844e-6	-14.196465132324931	0.091	0.239	0.010735465895285689
Frs3	5.478486116157013e-6	-2.0049883609177517	0.136	0.115	0.010956972232314026
Ung	5.500976887144806e-6	-11.43744220200622	0.136	0.178	0.011001953774289612
Hopx	5.5713817281365954e-06	8.771661484785984	0.773	0.062	0.011142763456273191
Phf11d	5.7782689971274915e-6	-8.002629544049835	0.727	0.104	0.011556537994254983
Gm15013	5.892045788507447e-6	-13.116586690164585	0.136	0.203	0.011784091577014892
Hba-a2	5.89204614826316e-6	-16.238350636972594	0.045	0.191	0.01178409229652632
Sdcbp2	5.958264377385412e-6	-13.51343975362227	0.136	0.123	0.011916528754770823
Tdo2	6.085873156059789e-6	-13.410040332666918	0.136	0.129	0.012171746312119577
Fhl1	6.087615374471137e-6	6.850889205598982	0.773	0.075	0.012175230748942273
Mreg	6.157696437151257e-6	-11.401023777885806	0.136	0.059	0.012315392874302514
Cd55	6.177104142640686e-6	7.690303554634248	0.773	0.07	0.012354208285281372
Plxna2	6.2125402561717585e-6	-4.42587434998871	0.182	0.158	0.012425080512343516
Snx24	6.368053870006433e-6	-1.7719446615912755	0.773	0.068	0.012736107740012865
Cpxm1	6.627673229480794e-6	2.5908669920799063	0.727	0.098	0.013255346458961589
Basp1	6.924943396515017e-6	6.049980160326635	0.818	0.242	0.013849886793030034
Map3k7cl	6.925929015312063e-6	-6.1511240632014115	0.182	0.077	0.013851858030624126
Nrp2	6.9387542774576235e-6	-12.875146826704498	0.182	0.089	0.013877508554915248
Hrh3	6.967446386413071e-6	-14.989040101395004	0	0.263	0.01393489277282614
Mzb1	7.027169648430075e-6	-13.855826885829877	0	0.237	0.01405433929686015
Celf4	7.167416324314835e-6	7.845962511601636	0.773	0.11	0.01433483264862967
Thap1	7.194967635524384e-6	-13.578422658689973	0.091	0.218	0.014389935271048768
Kctd11	7.227751692188822e-6	-9.519938746010311	0.182	0.154	0.014455503384377644
Gm23402	7.392777096876204e-6	-15.39650288195425	0	0.119	0.014785554193752408
H2-Q2	7.503724919944658e-6	-14.504459955822057	0.136	0.197	0.015007449839889315
Pipox	7.694364161607161e-6	-15.371677286198194	0	0.153	0.015388728323214322
Adm	7.794170182412111e-6	-15.661047661293443	0.091	0.106	0.015588340364824224
Trim30c	7.832885246234507e-6	-11.87245464534125	0.091	0.243	0.015665770492469012
Hist1h1e	7.93104154435389e-6	-16.665763820586157	0.182	0.212	0.01586208308870778
Plcd1	8.160820743861047e-6	2.287797191089176	0.727	0.087	0.016321641487722093
Insl5	8.333198532987413e-6	-14.257002142531478	0	0.173	0.016666397065974826
Zfp661	8.66155678634453e-6	-14.32998457319921	0.045	0.109	0.01732311357268906
Cd300lf	8.75603640493585e-6	-13.058201403447725	0.136	0.159	0.017512072809871698
Nfe2	8.850253725084372e-6	-12.696532335084447	0.091	0.147	0.017700507450168743
Ctsl	9.367577719938685e-6	-8.897700094823998	0.864	0.394	0.01873515543987737
Eng	9.405802594995945e-6	-8.78010958049526	0.136	0.177	0.01881160518999189
Mctp1	9.534745749872326e-6	-13.382859207732649	0.136	0.078	0.019069491499744653
Fggy	9.7949704193081e-6	-10.133937362433379	0.136	0.171	0.0195899408386162
Ankrd55	9.814208136045877e-6	-12.278596121761709	0.045	0.16	0.019628416272091755
Rplp0	9.938743635823968e-6	-3.0958847064393975	0.136	0.461	0.019877487271647936
Snai2	9.994575925902264e-6	-3.3759309604377528	0.182	0.127	0.01998915185180453
Zbtb4	1.0097242436524904e-5	-6.986166973754594	0.773	0.159	0.020194484873049808
Tex14	1.0107140524160677e-5	-13.275932988553608	0.091	0.21	0.020214281048321354
Gm10800	1.016529815302011e-5	-13.725946681893356	0	0.207	0.02033059630604022
Dsp	1.1670604943632783e-5	-3.6978906403869196	0.682	0.044	0.023341209887265565
Cds1	1.1748749486834894e-5	-10.645519500046872	0.182	0.059	0.02349749897366979
Palm3	1.212007456373627e-5	-3.639184023513147	0.136	0.055	0.02424014912747254
Gmcl1	1.236809969008717e-5	-14.04990330258304	0.136	0.261	0.02473619938017434
Krt222	1.2486995470733652e-5	-13.040798840436974	0.045	0.1	0.0249739909414673
Nrgn	1.272277942854002e-5	2.8570341268757797	0.727	0.109	0.02544555885708004
Peli3	1.2735120390239047e-5	-13.963878903282197	0.182	0.145	0.025470240780478094
Lypd1	1.2866282513392934e-5	-15.542203130942703	0	0.179	0.025732565026785868
Snca	1.3020333562854725e-5	-15.632430801747915	0.091	0.158	0.02604066712570945
Gstm2	1.3506168592736006e-5	1.858531544750882	0.727	0.054	0.027012337185472014
Ctsz	1.3603510390983151e-5	-10.739606199501743	0.818	0.283	0.027207020781966303
Trbv5	1.3851711412653923e-5	-13.548914281289905	0	0.195	0.027703422825307845
Olig3	1.3891899778215375e-5	-13.407808464099672	0	0.215	0.02778379955643075
Trib3	1.392643478992286e-5	-12.301522307622394	0.091	0.185	0.02785286957984572
Arrdc4	1.3981282011894757e-5	-0.9682864225406984	0.682	0.145	0.027962564023789514
Gm525	1.4436486932624227e-5	-15.810188241832707	0	0.238	0.028872973865248452
Cap2	1.4788399310246928e-5	-9.375706918432359	0.091	0.178	0.029576798620493856
Gng11	1.5036490054069352e-5	-9.414824993138293	0.727	0.08	0.030072980108138705
Ugt8a	1.599222124773113e-5	-14.377530628723484	0	0.206	0.031984442495462256
Acpp	1.638690855706842e-5	-12.0163991061549	0.091	0.143	0.032773817114136836
Lnx1	1.6531075718740307e-5	-2.2847399480204587	0.182	0.198	0.03306215143748061
Cxcl9	1.654238947247757e-5	-13.720440134954986	0.136	0.162	0.03308477894495514
Fam83h	1.6719842397692496e-5	-6.871772585395388	0.182	0.074	0.03343968479538499
Ccdc142	1.7003362041329692e-5	-14.294581459634658	0.136	0.124	0.03400672408265938
Gmpr	1.8003958467523035e-5	4.5574523491550245	0.727	0.112	0.03600791693504607
Psap	1.8011320912469542e-5	-7.964349924782608	0.818	0.352	0.03602264182493908
6430550D23Rik	1.8263357441774727e-5	-13.836974350676412	0	0.18	0.03652671488354946
Pde1b	1.846086732513017e-5	-15.035859097055644	0.045	0.169	0.036921734650260336
Fabp5	1.846338044840174e-5	4.558448174666829	0.727	0.316	0.03692676089680348
Sdc3	1.9788433230346506e-5	-13.246761066062298	0.182	0.132	0.039576866460693014
Nr2f1	1.981798689488039e-5	-13.291482213157469	0.136	0.059	0.039635973789760776
Gp5	2.0744044414099138e-5	-13.422489569119143	0.182	0.179	0.04148808882819827
Tcp11	2.092450610331412e-5	-14.510836697027191	0.136	0.143	0.04184901220662824
Pltp	2.104659219756654e-5	-0.3222231371882671	0.727	0.063	0.04209318439513308
Jph1	2.1077932281278044e-5	-9.929701821160009	0.136	0.156	0.042155864562556086
Pou3f1	2.1849459793255587e-5	-14.540976742332276	0.136	0.196	0.043698919586511176
Nkd2	2.2047987280344494e-5	-13.999250307085605	0.182	0.155	0.04409597456068899
Pstpip2	2.208074638865924e-5	-13.540746537847856	0.045	0.101	0.044161492777318484
Cecr2	2.224823339063102e-5	-7.063948568781161	0.045	0.185	0.04449646678126204
Spp1	2.326316475871583e-5	-13.378534406263103	0.136	0.175	0.04652632951743166
Spry2	2.3957119034865916e-5	7.211005355179955	0.727	0.116	0.04791423806973183
Mn1	2.455343897578861e-5	0.6295592690891798	0.727	0.097	0.04910687795157722
Klf13	2.677517794641606e-5	-3.8934193321652426	0.045	0.374	0.05355035589283212
Zbp1	2.7026892273048428e-5	-11.149330786904244	0.136	0.202	0.054053784546096856
mt-Co3	2.7066652972152753e-5	-1.1218962863623105	0.045	0.498	0.05413330594430551
Sgip1	2.81201306759493e-5	-11.135771059767228	0.091	0.191	0.0562402613518986
Itga9	2.8569852158437114e-5	-7.092028504460233	0.182	0.153	0.05713970431687423
Atl2	2.912319929684961e-5	-4.75702754650983	0.091	0.358	0.05824639859369922
Tyms	3.057583596294893e-5	-13.387918907387677	0.136	0.248	0.061151671925897856
