gene	MRV_DoL6_p_val	MRV_DoL6_avg_log2FC	MRV_DoL6_pct.1	MRV_DoL6_pct.2	MRV_DoL6_p_val_adj	Mock_DoL6_p_val	Mock_DoL6_avg_log2FC	Mock_DoL6_pct.1	Mock_DoL6_pct.2	Mock_DoL6_p_val_adj	MRV_DoL4_p_val	MRV_DoL4_avg_log2FC	MRV_DoL4_pct.1	MRV_DoL4_pct.2	MRV_DoL4_p_val_adj	Mock_DoL4_p_val	Mock_DoL4_avg_log2FC	Mock_DoL4_pct.1	Mock_DoL4_pct.2	Mock_DoL4_p_val_adj	max_pval	minimump_p_val
Adam19	1.659821227457587e-25	-2.3101195729433357	0.4	0.007	3.719991334977944e-21	1.511934038396176e-32	1.1946778649397156	0.385	0.012	3.38854656685351e-28	2.8849808079345635e-36	2.4791321550447356	0.412	0.03	6.465818986742943e-32	2.8856331030180113e-58	-10.166757958262323	0.493	0.052	6.467280910483967e-54	1.659821227457587e-25	1.1542532412072165e-57
Igfbp4	3.7844373448277798e-19	-129.42401096790167	0.6	0.021	8.48168097722802e-15	6.252786814525898e-78	-28.681304559548913	0.846	0.024	1.4013745808715443e-73	1.6577435068253495e-98	10.311453185617118	0.912	0.058	3.715334747496973e-94	6.272263336797453e-138	1.2346243900232707	0.928	0.09	1.405739659043045e-133	3.7844373448277798e-19	2.5089053347190427e-137
Ctsw	1.9264815053580886e-15	-14.81790599863615	0.6	0.026	4.3176303498085486e-11	1.5633899204364368e-19	-5.853800661513129	0.538	0.041	3.5038694896821423e-15	1.152333328712419e-42	-6.791329401598006	0.647	0.064	2.5826094563102737e-38	1.791311423841303e-63	-41.65176085751412	0.681	0.096	4.014687163113128e-59	1.9264815053580886e-15	7.165245695365237e-63
Sh2d3c	4.030790429090564e-20	2.3461197564999905	0.6	0.02	9.03380750967777e-16	3.634548663083405e-15	1.6633493896647755	0.462	0.039	8.145750463702527e-11	1.8915542260670254e-31	2.1723914992332336	0.588	0.073	4.2393513314614174e-27	4.513357143687188e-44	1.90504888784405	0.464	0.061	1.0115336030431725e-39	3.634548663083405e-15	1.8053428574748854e-43
Mxd3	9.240255779419886e-15	3.3996177213553898	0.8	0.05	2.0709261252835848e-10	1.0893439891951374e-18	2.7865644076698777	0.923	0.124	2.4414377485841418e-14	3.450481750844083e-25	0.4647407173580085	0.882	0.193	7.733219699991759e-21	1.5289808229031755e-101	-1.8169752188854247	0.739	0.069	3.4267518202905967e-97	9.240255779419886e-15	6.115923291612659e-101
Depdc1b	3.275638143000278e-14	3.5408519796876075	0.6	0.029	7.341360206092222e-10	4.6884135383756395e-24	3.5929093733638755	0.692	0.055	1.0507672422207483e-19	2.0555236804188813e-31	1.7091604770888766	0.647	0.087	4.6068396725547966e-27	9.11813443178524e-96	2.0403557201792233	0.493	0.032	2.043556288851708e-91	3.275638143000278e-14	3.6472537727140987e-95
Ccnf	1.5662576867436636e-13	2.9949434877603007	0.8	0.053	3.5102967275298988e-9	2.0172746267873538e-19	0.7720668914670075	0.846	0.095	4.521115893555817e-15	5.6046224754801246e-30	-4.741137049219914	0.941	0.187	1.2561079892046054e-25	1.527309354213283e-111	-3.1526798364299413	0.783	0.071	3.42300572466281e-107	1.5662576867436636e-13	6.1092374168530735e-111
Il7r	1.2163809176362889e-41	-10.638465310876	1	0.026	2.7261529126064504e-37	2.113904620156783e-13	-4.2060229731409144	0.462	0.043	4.737683034695382e-9	8.012160331488526e-39	2.995780211074715	0.735	0.093	1.7956853734932085e-34	6.505780828765932e-48	17.118960235043204	0.739	0.132	1.4580755993430207e-43	2.113904620156783e-13	2.6023123315064005e-47
Bach2	2.803190370692801e-13	1.4087124097163866	0.6	0.031	6.282510258796705e-9	1.7794193756335923e-22	1.2105388198428	0.615	0.046	3.988034704670007e-18	2.5780783571860582e-31	5.553406119203999	0.559	0.066	5.777989214125394e-27	1.1339223207135829e-44	2.1511324764468673	0.623	0.105	2.541346705183282e-40	2.803190370692801e-13	4.5356892828543295e-44
Ikzf4	7.479875347479796e-18	1.7878306181244021	0.4	0.01	1.676389662877172e-13	1.8370591285478203e-16	1.6007391065996313	0.308	0.016	4.1172169189013746e-12	5.0864478100486434e-17	0.8989733365034969	0.235	0.021	1.1399746831881019e-12	5.469437938141915e-13	0.8862912510523882	0.159	0.024	1.225810430696366e-8	5.469437938141915e-13	2.991950138991898e-17
Cdca2	1.3645675313071351e-12	2.2915050838645197	0.8	0.058	3.058268751165551e-8	1.1104077144568882e-12	2.630326945756813	0.615	0.087	2.4886457696407777e-8	1.951173483647402e-22	2.773610254280081	0.706	0.134	4.3729700115505574e-18	4.07036751572255e-78	1.549022111696948	0.58	0.055	9.122507676237379e-74	1.3645675313071351e-12	1.6281470062890348e-77
Ggt1	1.692627318124302e-12	0.41540187592981637	0.2	0.004	3.7935163453801856e-8	1.4355050106772645e-31	0.3200920035988126	0.154	0.002	3.217253829929885e-27	2.3212091658648297e-32	0.2551088887385244	0.118	0.003	5.202293982536257e-28	4.08673578234748e-39	0.5328544591743875	0.116	0.004	9.159192235397173e-35	1.692627318124302e-12	1.6346943129389978e-38
