gene	MRV_DoL6_p_val	MRV_DoL6_avg_log2FC	MRV_DoL6_pct.1	MRV_DoL6_pct.2	MRV_DoL6_p_val_adj	Mock_DoL6_p_val	Mock_DoL6_avg_log2FC	Mock_DoL6_pct.1	Mock_DoL6_pct.2	Mock_DoL6_p_val_adj	MRV_DoL4_p_val	MRV_DoL4_avg_log2FC	MRV_DoL4_pct.1	MRV_DoL4_pct.2	MRV_DoL4_p_val_adj	Mock_DoL4_p_val	Mock_DoL4_avg_log2FC	Mock_DoL4_pct.1	Mock_DoL4_pct.2	Mock_DoL4_p_val_adj	max_pval	minimump_p_val
Lgals3	2.4955654468999896e-38	-446.4731750757545	0.311	0.038	5.593061279592257e-34	1.708149138381789e-125	-40.5375474134498	0.333	0.008	3.8283038489412656e-121	1.4963989779807473e-69	-121.413383168347	0.4	0.015	3.3537293894504507e-65	2.1525811506142423e-46	-276.1333010193776	0.281	0.026	4.82436487475664e-42	2.4955654468999896e-38	6.832596553527305e-125
Fcer1g	7.89641054945185e-33	-358.4669773513583	0.33	0.05	1.7697435323431488e-28	1.028910409929398e-96	-103.9420953777623	0.298	0.008	2.3059940107337665e-92	4.2432655796944725e-62	-154.1582929388858	0.429	0.019	9.510006817211252e-58	3.095027521046577e-78	-197.1173558959169	0.337	0.022	6.936575680169588e-74	7.89641054945185e-33	4.115641639717596e-96
Tyrobp	1.398840708280224e-29	-122.29629043113675	0.272	0.037	3.135081795397638e-25	1.221787371557691e-72	-147.97860828935512	0.298	0.012	2.738269857135097e-68	1.7648452271016866e-63	-115.21835898677442	0.457	0.021	3.9553711229803e-59	2.803728712952795e-100	-228.5243786682896	0.416	0.026	6.2837167914698036e-96	1.398840708280224e-29	1.1214914851811137e-99
Aif1	1.7097646622505703e-29	-142.1052591841343	0.214	0.024	3.831924561035978e-25	0	-42.95401008232443	0.491	0.004	0	1.5226089829876836e-190	-70.41457947738269	0.457	0.006	3.4124712526719964e-186	1.7997389415460743e-231	-58.282759043888056	0.393	0.009	4.0335749157930617e-227	1.7097646622505703e-29	0
Ctsh	7.589132184094346e-29	-21.33010837962314	0.175	0.016	1.700876305099225e-24	7.239161593213468e-107	-93.44505800291776	0.228	0.004	1.6224408962710025e-102	7.992075350936516e-134	80.7817915617264	0.371	0.006	1.791183927651892e-129	5.143076621065678e-161	43.43264367161996	0.36	0.011	1.1526663323132397e-156	7.589132184094346e-29	2.057230648426312e-160
Spi1	2.2991635819543213e-28	-43.33447626981559	0.204	0.022	5.152885419876025e-24	1.1715174681817404e-61	-1.8430893203242011	0.193	0.005	2.625604949688917e-57	1.704597662019119e-89	-7.010115769190163	0.371	0.009	3.8203442801172493e-85	2.201997465522082e-118	-16.712697137276443	0.281	0.009	4.9351167197280905e-114	2.2991635819543213e-28	8.807989862088577e-118
C1qa	4.341064793725335e-26	-277.6490031492729	0.126	0.009	9.72919441569722e-22	1.3180659212562569e-138	-437.8982621996591	0.281	0.004	2.954049342719523e-134	1.6363183444638962e-134	-333.5007351130027	0.4	0.007	3.667316673612484e-130	2.1701856047223544e-72	-377.8214952422302	0.247	0.013	4.863819977303741e-68	4.341064793725335e-26	5.2722636850250127e-138
Serpina3g	2.846487478555327e-23	-501.10418788886466	0.233	0.035	6.379547736938199e-19	4.1600701436464573e-81	-10.599355794549805	0.193	0.004	9.32354920594044e-77	5.86260613905862e-67	-5.655614259675714	0.286	0.007	1.313927287885818e-62	2.6236902567176374e-35	-5.975461323357507	0.146	0.009	5.8802146033555685e-31	2.846487478555327e-23	1.6640280574586118e-80
C1qb	2.932761272053321e-22	-243.02295564726145	0.146	0.015	6.572904562925903e-18	3.748260505249453e-206	-183.02263017127464	0.333	0.003	8.400601444365075e-202	2.8804203646024057e-142	-308.65163024724484	0.343	0.004	6.455598121146912e-138	5.51778022535006e-42	-247.27508978169067	0.18	0.012	1.2366449041054555e-37	2.932761272053321e-22	1.4993042020997974e-205
C1qc	1.187771335107312e-20	-277.4851637502444	0.136	0.014	2.6620331162425076e-16	4.8014562296155155e-162	-192.53200722611064	0.246	0.002	1.0761023701814294e-157	1.7225636830377196e-95	-207.4175688166869	0.257	0.004	3.8606097264241373e-91	7.405480756042382e-47	-257.2910534240039	0.169	0.009	1.6597163470442187e-42	1.187771335107312e-20	1.9205824918462267e-161
Bcl2a1b	1.3050312823850298e-17	-40.24081098223732	0.165	0.024	2.924836110081329e-13	1.3152989931368378e-24	-33.71042208908001	0.211	0.018	2.947848103418281e-20	4.055276542198975e-43	-79.16442060185753	0.371	0.021	9.088685786376343e-39	2.6651735390088856e-52	35.469501806481325	0.337	0.034	5.973186935626714e-48	1.3050312823850298e-17	1.0660694156035642e-51
Mt1	1.3722475015797044e-15	-178.12735151355298	0.126	0.016	3.0754811005404335e-11	2.9373212804974865e-156	-23.61157088487293	0.333	0.005	6.583124453850967e-152	2.2811104100529087e-30	-10.183887937438119	0.257	0.015	5.112424651010579e-26	6.174808218970016e-61	279.3042756568156	0.326	0.027	1.38389801803556e-56	1.3722475015797044e-15	1.174928512199009e-155
Bcl2a1d	1.429464661232795e-22	-100.12143083853518	0.136	0.013	3.2037161987549403e-18	1.542153739771931e-14	-19.283461155432395	0.158	0.018	3.456274961576852e-10	1.8080588816704688e-19	-41.65393003891445	0.257	0.023	4.0522215655998545e-15	6.1464757802666284e-37	78.66530041835665	0.281	0.034	1.377548151873357e-32	1.542153739771931e-14	2.458590312106673e-36
Lst1	1.9575830935305263e-12	-152.14703171844866	0.252	0.068	4.3873352292206155e-8	1.8961208123331543e-19	-68.6546802293389	0.333	0.056	4.2495859646010656e-15	2.388739719277399e-37	-152.1242065644724	0.657	0.081	5.353643458844507e-33	2.482550579076322e-15	-66.88696528669122	0.292	0.073	5.563892357825853e-11	1.9575830935305263e-12	9.554958877109606e-37
H2-D1	2.041605542958066e-18	-664.32015526726	0.825	0.948	4.575646342877618e-14	8.315810621159854e-10	-104.4025582664658	0.614	0.291	1.8637394764143464e-5	6.320710419313143e-12	-121.00264241692616	0.857	0.389	1.4165976191764616e-7	5.584041970824769e-16	107.62308196955996	0.64	0.308	1.2514954865012473e-11	8.315810621159854e-10	8.166422171832218e-18
Cd3d	2.0118606452113323e-21	-34.37355254828425	0.194	0.692	4.508982078047638e-17	2.7692654356807306e-30	-154.89608652546008	0.123	0.926	6.206477694447654e-26	1.9814179399254736e-8	-51.75348302968107	0.343	0.85	4.440753886960971e-4	5.949249459059729e-29	-64.05714720355732	0.247	0.836	1.3333457887644664e-24	1.9814179399254736e-8	1.1077061742722955e-29
Lat	1.3499248309575855e-17	-17.789335450383575	0.165	0.589	3.025451531142141e-13	5.631760967001984e-24	-106.85575668858147	0.123	0.82	1.2621902679244846e-19	2.0860775902856338e-8	-45.987210442391046	0.371	0.833	4.6753170953481624e-4	1.6631227287236869e-25	-55.59501574472152	0.225	0.791	3.727390659615527e-21	2.0860775902856338e-8	6.652490914894713e-25
Cd3g	1.0543236011400005e-30	-82.80134906476323	0.301	0.842	2.362950054874969e-26	2.774718220295122e-32	-212.6035195062295	0.07	0.94	6.218698475325427e-28	2.1109912316575517e-8	-172.93966733436508	0.429	0.87	4.731153548390905e-4	7.458375301940219e-31	-230.90617968922388	0.303	0.866	1.671571072670842e-26	2.1109912316575517e-8	1.1098872881180542e-31
Plek	3.078562324381925e-8	-58.04638612200743	0.126	0.029	6.899673881404771e-4	5.414474941426765e-42	0.25959943737176927	0.123	0.003	1.2134921238725667e-37	1.7793538281363751e-40	-8.877474746424479	0.2	0.006	3.987887799619244e-36	2.2326084184145836e-39	-41.08270036946635	0.135	0.007	5.003721987350765e-35	3.078562324381925e-8	2.1657899765707078e-41
Lck	1.5095773414972117e-21	-26.809677571353195	0.233	0.706	3.383264737763551e-17	2.0925859435567815e-27	-131.2524523370179	0.193	0.885	4.689903616699459e-23	7.121100488409938e-8	-50.31058541336681	0.4	0.845	0.0015959810414624353	9.373205494346689e-32	-75.6890351344712	0.202	0.818	2.10072281539298e-27	7.121100488409938e-8	3.749282197738676e-31
Gtf2h4	3.9393085521163406e-25	-33.40846641258153	0.262	0.747	8.828778327003143e-21	1.4962831157980473e-27	-180.63915095166146	0.07	0.849	3.3534697191265837e-23	7.851284343161928e-8	-84.92557819473882	0.314	0.772	0.0017596298469894512	4.653432886175665e-23	-90.26358486050107	0.18	0.704	1.04292737844969e-18	7.851284343161928e-8	5.9851324631921756e-27
Tcf7	8.215153866159223e-8	-29.410271306948026	0.146	0.424	0.001841180284483605	1.773826918844391e-24	-212.5441838025419	0.123	0.861	3.975500890514049e-20	3.0896648424986826e-8	-168.61157876624185	0.314	0.833	6.924556845008047e-4	9.767754880279992e-25	-95.1295268990384	0.315	0.822	2.189149223768352e-20	8.215153866159223e-8	3.907101952111984e-24
Cd3e	1.5531561535078492e-15	-15.789134876987564	0.184	0.618	3.4809335712417915e-11	2.604284027745287e-18	-105.33692266152308	0.088	0.72	5.836721362982738e-14	9.888750481302412e-8	-28.67015974329361	0.343	0.816	0.0022162667578694965	2.3961376984883506e-25	-52.3347185388283	0.191	0.781	5.370223809852092e-21	9.888750481302412e-8	9.584550793953366e-25
Gmfg	1.885460616476907e-7	-34.90147312530694	0.146	0.386	0.0042256943336480435	1.5145438823846498e-22	-128.6487696694636	0.281	0.878	3.394395749200477e-18	8.125840259679733e-8	-34.450627947319354	0.257	0.792	0.0018211633189994217	8.222320798066807e-22	-51.508377902762184	0.18	0.72	1.8427865372627327e-17	1.885460616476907e-7	6.058175529538582e-22
Anxa4	3.9109294016853734e-7	-31.012952214108985	0.136	0.036	0.00876517497505726	1.117421422409675e-17	2.0373242876195854	0.14	0.012	2.5043648919045635e-13	5.930080454307984e-46	13.143181362402997	0.371	0.02	1.3290496314195052e-41	1.2632451262972615e-51	-30.436955854830313	0.258	0.02	2.8311849770574227e-47	3.9109294016853734e-7	5.052980505189047e-51
Ctss	4.7010923139674847e-7	-154.66425754024732	0.204	0.072	0.010536088094063926	3.714822675597444e-30	-94.69970757596535	0.211	0.015	8.325660580548991e-26	2.5838762985416446e-54	-80.59856351008582	0.486	0.029	5.7909835602915335e-50	1.7721929263790166e-77	-71.9906154444273	0.371	0.028	3.971838786600652e-73	4.7010923139674847e-7	7.088771705516057e-77
Cd8b1	6.187806806980755e-15	-49.65401172456642	0.126	0.518	1.3868112615805268e-10	1.9009024705420966e-24	-184.22931215056227	0.123	0.819	4.260302616978947e-20	5.335346656373293e-7	-73.39370606758997	0.343	0.75	0.011957578926263824	3.6292205741712347e-22	-109.69582364027286	0.18	0.709	8.133809150832571e-18	5.335346656373293e-7	7.60360988216834e-24
Ramp1	1.0550547498882202e-28	-37.1096161947807	0.252	0.832	2.3645887054494794e-24	1.3698689243608326e-25	-97.31425848073631	0.053	0.849	3.070150233277498e-21	5.761030607113193e-7	-25.81110844154882	0.429	0.793	0.012911621796662087	1.6495991593640416e-21	-63.82526787161844	0.236	0.761	3.69708163596669e-17	5.761030607113193e-7	4.220218999552869e-28
Arpp21	4.2735863700603926e-10	-20.875305681033133	0.155	0.456	9.577961772579351e-6	6.40430514284848e-20	-82.6571335746672	0.018	0.696	1.4353328686152015e-15	6.765471774701332e-7	-51.753455225056484	0.2	0.647	0.015162775341460625	2.7964318091540958e-18	-44.056684829660995	0.067	0.558	6.26736297067616e-14	6.765471774701332e-7	2.561722057139389e-19
Thy1	8.713137222000646e-7	-25.05977146316068	0.117	0.354	0.01952788314194785	3.259418381047337e-15	-75.22087793453908	0.035	0.617	7.305008475603291e-11	9.143684587656459e-7	-57.524043984813076	0.2	0.67	0.020492825897855657	8.443240531073581e-17	-48.19304337558127	0.135	0.597	1.892299067824211e-12	9.143684587656459e-7	3.3772962124294165e-16
Lyz2	9.208172219748191e-7	-Inf	0.126	0.034	0.020637355578899647	1.6369656850716976e-87	-159.2249043234246	0.333	0.012	3.668767493382689e-83	1.4965014716384752e-23	-Inf	0.343	0.034	3.3539590982361505e-19	2.428678946064491e-31	-Inf	0.36	0.062	5.443155253919737e-27	9.208172219748191e-7	6.547862740286836e-87
Ncf4	1.0028630174174303e-6	-46.62553125340019	0.146	0.042	0.02247616594635945	2.5897282197005925e-22	-24.46239778529031	0.211	0.02	5.804098885992968e-18	2.381319601050003e-11	-7.471017047873502	0.286	0.048	5.337013489873267e-7	7.273443503140367e-35	-45.11851633306564	0.326	0.047	1.630124157923819e-30	1.0028630174174303e-6	2.9093774012561586e-34
Ccnd3	6.182875779286295e-11	-18.09249263099617	0.165	0.498	1.3857061196536445e-6	3.3930314076938294e-25	-178.95157165988846	0.158	0.845	7.60446199092341e-21	1.8127822741825798e-6	-89.71529260045197	0.486	0.81	0.040628076328979974	3.5176297548409096e-20	-114.07775438986083	0.315	0.781	7.883711806549447e-16	1.8127822741825798e-6	1.3572125630775237e-24
Cd8a	7.078017942597186e-13	-37.44584634093761	0.252	0.609	1.5863253812948814e-8	1.8892103457741284e-24	-163.25151117087714	0.105	0.812	4.234098226948977e-20	2.0376471717514155e-6	-57.34100795322796	0.371	0.746	0.04566774841329273	1.8600439692819358e-20	-68.1314583553913	0.225	0.699	4.1687305439546744e-16	2.0376471717514155e-6	7.556841383096506e-24
Epsti1	2.3717581430461377e-7	-28.337278934110834	0.272	0.525	0.005315584350195004	7.040438944928614e-8	-0.5954594254476886	0.228	0.061	0.001577903176337401	2.7401707459812357e-6	24.709588480196754	0.571	0.231	0.06141270675893146	1.0153263681667022e-29	30.125650770539423	0.371	0.069	2.275549456335213e-25	2.7401707459812357e-6	4.0613054726668383e-29
Cd247	9.250514587055683e-8	-2.904232842356323	0.058	0.315	0.0020732253292509197	5.254430164235942e-16	-46.57794265719247	0.053	0.631	1.1776228884085594e-11	3.043562375915829e-6	-17.123238937387868	0.2	0.641	0.06821231996902556	6.429461351242377e-16	-14.644479417033772	0.135	0.593	1.4409708780404416e-11	3.043562375915829e-6	2.1017720656943726e-15
Lap3	3.0293131372853587e-6	-45.2200342004763	0.184	0.425	0.06789296603283945	5.744567688878915e-6	-13.557353870498115	0.263	0.086	0.12874725104315424	4.4478848655282824e-7	-5.525872210384149	0.457	0.147	0.009968599560621986	1.8442578754317635e-7	-9.815131171042795	0.281	0.11	0.004133350750417668	5.744567688878915e-6	7.377029460955042e-7
Satb1	1.0268988642564358e-16	-25.55529261828175	0.252	0.66	2.301485734571524e-12	4.51689184600177e-29	-372.71982083077404	0.158	0.927	1.0123258005259167e-24	6.512763339947778e-6	-174.38235892981783	0.457	0.859	0.1459640519749096	1.8171498810335144e-26	-143.91458679304301	0.36	0.861	4.0725963133723126e-22	6.512763339947778e-6	1.8067567384007047e-28
Ets1	2.2005018768249576e-12	-10.248429041775005	0.204	0.551	4.931764806340095e-8	6.817429397413258e-14	-59.61235583727936	0.158	0.703	1.5279222765482593e-9	9.456842766148028e-6	-69.06554635595776	0.314	0.757	0.21194676007490962	1.0933276932864255e-15	-23.537128306820442	0.258	0.727	2.4503660261935367e-11	9.456842766148028e-6	4.373310773145694e-15
Sh2d1a	1.7452410638951613e-9	-58.76195645820441	0.039	0.32	3.911434272401835e-5	3.7337020976006666e-20	-61.11792319009807	0.053	0.719	8.367973141142614e-16	9.781923619280133e-6	-44.47045503913753	0.257	0.685	0.21923247215530633	1.8164617700095694e-19	-31.52730612301807	0.09	0.607	4.0710541189454474e-15	9.781923619280133e-6	1.4934808390402616e-19
Rhoh	1.7138148708348651e-13	-8.247442599675777	0.175	0.543	3.841001888515099e-9	1.4707922715745255e-12	-34.465918723788874	0.088	0.605	3.296339639052826e-8	1.0052937183954761e-5	-22.909124091151455	0.343	0.793	0.2253064281667941	3.127886277405842e-22	-44.29368511089649	0.225	0.759	7.010218724921973e-18	1.0052937183954761e-5	1.2511545109623289e-21
Cd63	1.0540928958358399e-5	-98.41264653385694	0.107	0.03	0.23624329981472844	1.6165633526480685e-57	-43.80704318557669	0.298	0.015	3.623041785954851e-53	4.362120932668117e-62	-14.269394202135999	0.457	0.022	9.776385434295785e-58	2.00572628593904e-59	-91.91104439390494	0.371	0.036	4.495233752046576e-55	1.0540928958358399e-5	1.7448483730672452e-61
Skap1	2.1758116871411263e-23	-30.16665555523192	0.243	0.727	4.876429153220692e-19	7.006883789236803e-24	-89.50159724592446	0.035	0.796	1.5703827948437522e-19	1.0636557760174753e-5	-22.91271361427826	0.314	0.777	0.23838653252103656	6.878777938116321e-23	-26.48453345576329	0.191	0.733	1.5416717114906298e-18	1.0636557760174753e-5	2.8027535156947107e-23
Rag1	3.1667644825310977e-6	-12.798289313225428	0.078	0.289	0.07097352558248696	1.9622142313130556e-17	-144.61093927991425	0.053	0.663	4.3977145352188204e-13	1.800476766705788e-5	-145.52845767071204	0.257	0.654	0.40352285295410123	9.553344582647538e-16	-74.98016709940907	0.169	0.585	2.1410955878629662e-11	1.800476766705788e-5	7.848856925252173e-17
Sept1	2.103975392386295e-18	-21.818479882892287	0.165	0.61	4.715429649416164e-14	1.4473765233321513e-19	-63.60189864037976	0.088	0.774	3.2438602640920177e-15	2.4163262648290858e-5	-63.29484061900267	0.429	0.791	0.5415470424734947	5.3544560042588815e-17	-30.884632094039183	0.27	0.769	1.2000406796745004e-12	2.4163262648290858e-5	5.789506093328566e-19
