gene	MRV_DoL6_p_val	MRV_DoL6_avg_log2FC	MRV_DoL6_pct.1	MRV_DoL6_pct.2	MRV_DoL6_p_val_adj	Mock_DoL6_p_val	Mock_DoL6_avg_log2FC	Mock_DoL6_pct.1	Mock_DoL6_pct.2	Mock_DoL6_p_val_adj	MRV_DoL4_p_val	MRV_DoL4_avg_log2FC	MRV_DoL4_pct.1	MRV_DoL4_pct.2	MRV_DoL4_p_val_adj	Mock_DoL4_p_val	Mock_DoL4_avg_log2FC	Mock_DoL4_pct.1	Mock_DoL4_pct.2	Mock_DoL4_p_val_adj	max_pval	minimump_p_val
Tlr13	0	5.6624850890885154	0.521	0.001	0	0	0.7836610260978968	0.25	0	0	0	1.3369955648908525	0.294	0	0	0	2.7288504791059833	0.472	0.001	0	0	0
Igsf6	0	14.474991584766862	0.833	0.006	0	0	10.43075850643995	0.562	0.001	0	0	10.83178822521443	0.588	0.001	0	0	-1.8697971550983787	0.889	0.002	0	0	0
Cd300a	0	14.129766336188572	0.625	0.004	0	0	13.384620484429494	0.688	0.001	0	0	12.087468292520224	0.706	0.001	0	0	33.76155025739715	0.861	0.003	0	0	0
Csf2rb	0	18.57786847265172	0.792	0.01	0	0	1.728127162476427	0.5	0.001	0	0	3.8299507342165806	0.647	0.001	0	0	9.65129960315204	0.694	0.004	0	0	0
Clec4a3	0	-3.884537298941652	0.729	0.005	0	1.8642295698717253e-288	7.58740044944574	0.312	0	4.178111311996511e-284	0	27.65015523732736	0.588	0.001	0	0	17.981034175192224	0.667	0.001	0	1.8642295698717253e-288	0
Clec4a2	2.1081877369742396e-288	-12.502547043863526	0.562	0.004	4.7248703561066655e-284	0	17.637404625223827	0.438	0.001	0	0	11.81489607970433	0.588	0.001	0	0	4.5321219670450255	0.75	0.001	0	2.1081877369742396e-288	0
Cybb	3.433680270307958e-288	16.496468782543687	0.833	0.014	7.695564221814196e-284	0	14.998714466595057	0.625	0.002	0	0	39.850991005779385	0.882	0.002	0	0	8.019437310852695	0.806	0.002	0	3.433680270307958e-288	0
Ptafr	0	17.09109877994858	0.729	0.004	0	0	6.205079298809031	0.375	0.001	0	1.0226464748901357e-286	11.78166666768623	0.412	0.001	2.291955279523772e-282	0	7.035599527450294	0.722	0.001	0	1.0226464748901357e-286	0
Slc15a3	0	26.38463357933322	0.875	0.014	0	2.746165878750116e-282	6.199792916840468	0.438	0.001	6.15470696745476e-278	0	18.3939754132081	0.706	0.003	0	0	19.427229001641095	0.694	0.005	0	2.746165878750116e-282	0
Cd300lf	0	26.552303799431996	0.958	0.009	0	2.5497481211438185e-252	1.0822171089968082	0.312	0.001	5.714495489107526e-248	0	2.621610954922532	0.588	0.001	0	0	2.569891102921093	0.417	0.001	0	2.5497481211438185e-252	0
March1	0	11.887320125866847	0.708	0.004	0	2.228839204255042e-288	1.0837760529430511	0.312	0	4.9952744245764e-284	4.182383499098274e-249	1.106234341288668	0.353	0.001	9.373557898179051e-245	0	2.1942478199044952	0.5	0.001	0	4.182383499098274e-249	0
Ctsh	2.0362234294691566e-302	-15.868035535251288	0.771	0.01	4.563583950126273e-298	0	104.14648344897888	0.812	0.004	0	7.094024017963979e-239	-64.9496815323676	0.706	0.006	1.589912662906087e-234	1.3753624576162827e-296	-28.848390299386047	0.75	0.012	3.0824623400096126e-292	7.094024017963979e-239	0
Mpeg1	5.706693564106708e-229	50.74415860167054	0.917	0.027	1.2789841615875954e-224	0	18.59256854106623	0.75	0.002	0	0	30.5236580894961	0.882	0.003	0	0	18.047255056421825	0.778	0.004	0	5.706693564106708e-229	0
Adap2	2.0194906136850707e-276	7.742910656423038	0.438	0.001	4.5260823633909804e-272	2.658348571322911e-224	0.6184045368017722	0.312	0.001	5.957890818048908e-220	4.6319688457696254e-244	2.1553493687832272	0.235	0	1.0381168577138884e-239	0	4.31454224748515	0.444	0	0	2.658348571322911e-224	0
Ly86	1.0095498449645786e-215	22.509598866997187	0.583	0.009	2.2626031125346136e-211	0	20.96773716966958	0.75	0.002	0	0	10.297208268310523	0.824	0.003	0	0	22.640330926487724	0.833	0.004	0	1.0095498449645786e-215	0
Pla2g7	0	32.144950043029	0.896	0.006	0	1.0099949211719797e-215	4.315133467393491	0.25	0	2.263600617330641e-211	0	8.471400222076499	0.471	0.001	0	0	36.65626366346813	0.917	0.003	0	1.0099949211719797e-215	0
Bcl2a1a	3.674441183373419e-238	2.3387361047556006	0.479	0.004	8.235157580176507e-234	4.8092116377837845e-199	33.0575724822035	0.5	0.003	1.0778405122601018e-194	2.23758198548474e-293	80.75963511241233	0.529	0.002	5.014868745868399e-289	3.171647136936942e-284	-20.719687573790832	0.5	0.005	7.108295563303075e-280	4.8092116377837845e-199	8.950327941938547e-293
Gatm	4.398680329603921e-196	10.107104717357165	0.458	0.005	9.85832235470831e-192	0	5.00008270219016	0.562	0.001	0	6.638177938999933e-280	28.639922411333274	0.529	0.002	1.4877484396886648e-275	0	34.90756830055169	0.75	0.005	0	4.398680329603921e-196	0
Sirpa	1.0388502475529393e-194	27.31772865212732	0.604	0.012	2.3282711748156477e-190	0	36.38887872695766	0.75	0.002	0	3.726255446399674e-307	22.046314704170772	0.765	0.005	8.351283706470949e-303	0	65.12886257474698	0.944	0.012	0	1.0388502475529393e-194	0
Cd33	6.459878500489988e-193	1.4406808793010228	0.312	0.001	1.447787969529816e-188	0	1.4890019738434266	0.25	0	0	0	1.9716383661856693	0.353	0	0	0	17.90951750327275	0.5	0	0	6.459878500489988e-193	0
Plbd1	2.849839850001067e-189	21.81774811262408	0.396	0.003	6.387061071822391e-185	8.313326695303618e-304	10.903226058254129	0.5	0.002	1.8631827789514468e-299	0	30.52935437085262	0.588	0.001	0	3.519727468759476e-263	-18.018763619943968	0.389	0.003	7.888413202983738e-259	2.849839850001067e-189	0
Cd180	7.14424259343807e-228	6.666316513658044	0.5	0.005	1.6011676500413403e-223	8.92218573788744e-184	4.852297987297501	0.312	0.001	1.999640267575333e-179	2.2797630194370646e-248	0.8579055465797985	0.412	0.001	5.1094048791623494e-244	0	1.8260487797574467	0.444	0.002	0	8.92218573788744e-184	0
Tfec	3.1618412635717194e-183	2.553477664085563	0.312	0.001	7.086318639916937e-179	0	1.0311634513757697	0.438	0	0	1.5680659046489025e-203	2.452722669352071	0.235	0	3.5143493054991206e-199	0	5.355446482172075	0.472	0.001	0	3.1618412635717194e-183	0
Gpr35	0	7.566256684273341	0.562	0.001	0	2.2343020262330306e-182	0.40249656894889857	0.188	0	5.007517701193468e-178	0	0.5897060190646835	0.294	0	0	0	1.2286370151840535	0.278	0	0	2.2343020262330306e-182	0
Pira2	0	21.89033367329553	0.625	0.003	0	2.2343020262330306e-182	0.40249656894889857	0.188	0	5.007517701193468e-178	0	4.183675293675213	0.412	0.001	0	0	10.344744987653348	0.583	0.001	0	2.2343020262330306e-182	0
Slc40a1	4.107783179914271e-181	1.992240800418816	0.25	0	9.206363662823865e-177	6.344232391180021e-184	33.50105701290617	0.312	0.001	1.4218693635112662e-179	4.755867923752972e-249	14.690598095172026	0.353	0.001	1.0658851190715161e-244	0	20.93929221620007	0.444	0.002	0	4.107783179914271e-181	0
A530064D06Rik	1.599754406779182e-204	1.4026580638865664	0.354	0.002	3.5853695764735025e-200	7.275131871477183e-243	0.6907310657767698	0.188	0	1.6305025550354663e-238	3.904023865582981e-172	1.3778602150977104	0.176	0	8.749698287544577e-168	1.124383116153116e-225	0.8850716716102887	0.139	0	2.5199674399223635e-221	3.904023865582981e-172	2.9100527485910467e-242
App	3.080011220416239e-193	-28.310777825284468	0.646	0.014	6.902921147196875e-189	5.457750248290257e-184	-1.2695638704454648	0.5	0.003	1.2231909856468124e-179	8.465377011758239e-170	-7.415469383631906	0.706	0.009	1.8972602958752565e-165	1.3626242224919519e-226	0.7358424431330661	0.861	0.022	3.0539134074489626e-222	8.465377011758239e-170	5.450496889968012e-226
Slc11a1	0	18.951009665835745	0.521	0.001	0	1.4400219835848918e-162	0.2807012709635987	0.125	0	3.2273772696104596e-158	0	3.3669539489947957	0.529	0	0	0	10.904729622618	0.639	0.001	0	1.4400219835848918e-162	0
Msr1	1.9417993972904387e-288	36.85477805567091	0.625	0.006	4.351960809207331e-284	1.4400371659944313e-162	0.5914004438371747	0.125	0	3.2274112964267194e-158	0	4.818708551143	0.353	0	0	0	28.01547451293332	0.556	0.001	0	1.4400371659944313e-162	0
Tyrobp	2.8341545241114146e-242	81.76829757491879	1	0.031	6.351907119438502e-238	1.262384152632163e-216	133.53779840988312	0.938	0.012	2.829255362879204e-212	2.0212901607576242e-159	56.055939144996714	1	0.021	4.530115508289987e-155	4.929989759492059e-266	241.19985240605573	1	0.026	1.1049093048973603e-261	2.0212901607576242e-159	1.9719959037968782e-265
Cmklr1	4.029582382220328e-248	5.459583734936974	0.354	0.001	9.0311000350322e-244	1.941036625946721e-182	1.1357375927143372	0.188	0	4.350251286071791e-178	8.933793183048114e-159	1.6004807959613605	0.294	0.001	2.0022417281847433e-154	0	10.728113678906341	0.472	0.002	0	8.933793183048114e-159	0
Tlr4	3.052107059953044e-157	2.1096627536295274	0.417	0.006	6.840382342766762e-153	5.53310597500327e-162	1.4873240088289863	0.25	0.001	1.2400797111177329e-157	1.7881251302349651e-174	0.488596715902298	0.235	0.001	4.007546041882604e-170	0	2.1980190330272165	0.472	0.002	0	3.052107059953044e-157	0
Ccl12	3.8180519310555584e-190	42.46481387039716	0.5	0.007	8.557017987881717e-186	1.0055507713113859e-155	55.13455419022331	0.312	0.001	2.253640388663078e-151	0	36.207628556108	0.412	0.001	0	1.0666020494744478e-283	84.2738282584741	0.306	0.001	2.3904685132821323e-279	1.0055507713113859e-155	0
Fcer1g	5.770303853981628e-189	43.72439018391384	1	0.045	1.2932404997543626e-184	4.409455356847991e-281	103.55244951833092	0.938	0.008	9.882471345767717e-277	5.594270789127291e-155	107.98938873920046	0.941	0.019	1.2537879692592084e-150	0	147.8871872462201	1	0.021	0	5.594270789127291e-155	0
Plek	7.437307473258077e-294	24.969355859818478	0.938	0.019	1.6668493509066002e-289	2.724741801231097e-152	4.792194166019469	0.438	0.003	6.1066913249191344e-148	7.629460632108419e-292	18.89256205895191	0.765	0.005	1.7099147168681388e-287	0	49.553914384309465	0.75	0.005	0	2.724741801231097e-152	0
P2ry13	7.694598717796549e-152	3.648013546648416	0.292	0.002	1.7245134646325625e-147	0	2.171588347302477	0.438	0	0	0	4.679122441265056	0.294	0	0	6.71611548696395e-288	5.470837639955475	0.222	0	1.5052158029383604e-283	7.694598717796549e-152	0
Lgals3	1.2679606143447527e-151	439.0227625677031	0.812	0.036	2.8417533288694595e-147	1.7590586560546125e-252	42.82365698372937	0.875	0.008	3.942402259949598e-248	2.8656416174791388e-173	37.29358270748298	0.882	0.014	6.422475993094246e-169	4.5080665363532056e-246	194.0570006564099	0.944	0.025	1.0103478721274804e-241	1.2679606143447527e-151	7.036234624218837e-252
Aif1	3.979462965535389e-149	96.65216561144031	0.646	0.021	8.918772398357914e-145	3.4663167472111276e-159	53.65068592566288	0.625	0.007	7.76870909384958e-155	4.4637953319422704e-189	85.50271858626864	0.647	0.006	1.0004258097949017e-184	1.926195331346404e-211	70.9741770925185	0.583	0.01	4.3169889766135604e-207	3.979462965535389e-149	7.704781325385472e-211
Clec4n	3.0279917088440543e-146	28.96350597284273	0.354	0.004	6.786335017861294e-142	6.6436005205766735e-220	127.26806140422288	0.438	0.002	1.4889637486716441e-215	0	66.5965927299861	0.588	0.002	0	0	117.4544250810975	0.5	0.002	0	3.0279917088440543e-146	0
Nfam1	2.1139061588616468e-250	1.5448242835616242	0.417	0.002	4.737686483240722e-246	4.5770068210293897e-144	1.8460910372989243	0.25	0.001	1.0257987687291068e-139	4.2023783929416446e-238	4.944101712181348	0.588	0.004	9.418370454260814e-234	0	25.110832538422287	0.917	0.004	0	4.5770068210293897e-144	0
